gene_symbol,disease_name,disease_id,score,num_pmids,num_snps,disease_type,disease_classes,disease_vocabularies,gene_ncbi_id,gene_ensembl_ids,gene_protein_ids,gene_protein_class,year_initial,year_final,association_id
IL2,Hyperkinesia,C3887506,0.4,1,0,disease,"Pathological Conditions, Signs and Symptoms (C23); Nervous System Diseases (C10); Disease or Syndrome (T047); Abnormality of the nervous system (00707)",MESH_D006948; NCI_C116575; HPO_HP:0002487; UMLS_C3887506,3558,ENSG00000109471,P60568,N/A,1993.0,1993.0,105324701
IL2,Adult Glioblastoma,C0278878,0.4,1,0,disease,Neoplasms (C04); Neoplastic Process (T191); disease of anatomical entity (7); disease of cellular proliferation (14566),NCI_C9094; DO_3068; MONDO_0020690; MONDO_0018177; EFO_0000519; UMLS_C0278878,3558,ENSG00000109471,P60568,N/A,1995.0,1995.0,65032905
IL2,"Major depression, single episode (disorder)",C0024517,0.4,1,0,disease,Mental Disorders (F03); Mental or Behavioral Dysfunction (T048); disease of mental health (150),ICD9CM_296.20; NCI_C34796; ICD9CM_296.2; DO_1595; DO_1470; MONDO_0002050; MONDO_0002009; EFO_0007634; UMLS_C0024517,3558,ENSG00000109471,P60568,N/A,2003.0,2003.0,30310071
IL2,Drug Eruptions,C0011609,0.4,1,0,phenotype,Skin and Connective Tissue Diseases (C17); Chemically-Induced Disorders (C25); Pathologic Function (T046),MESH_D003875; NCI_C114280; UMLS_C0011609,3558,ENSG00000109471,P60568,N/A,2019.0,2019.0,15288209
IL2,Entamoebiasis,C0014324,0.4,1,0,disease,Infections (C01); Disease or Syndrome (T047),MESH_D004749; UMLS_C0014324,3558,ENSG00000109471,P60568,N/A,2006.0,2006.0,20060112
IL2,Asthenia,C0004093,0.4,1,0,phenotype,"Pathological Conditions, Signs and Symptoms (C23); Sign or Symptom (T184)",MESH_D001247; HPO_HP:0025406; NCI_C28132; EFO_0007625; UMLS_C0004093,3558,ENSG00000109471,P60568,N/A,1996.0,1996.0,5301689
IL2,Malignant neoplasm of other specified sites of pancreas,C0153463,0.4,0,0,disease,Digestive System Diseases (C06); Neoplasms (C04); Endocrine System Diseases (C19); Neoplastic Process (T191); disease of anatomical entity (7); disease of cellular proliferation (14566),ICD9CM_157.8; DO_1793; MONDO_0009831; EFO_0003860; EFO_1000359; UMLS_C0153463,3558,ENSG00000109471,P60568,N/A,,,50186490
IL2,Malignant Squamous Cell Neoplasm,C0751688,0.4,0,0,disease,Neoplasms (C04); Neoplastic Process (T191); disease of cellular proliferation (14566); Abnormality of the integument (01574); Neoplasm (02664),MESH_D018307; HPO_HP:0002860; DO_1749; DO_3168; MONDO_0002532; MONDO_0005096; EFO_0000707; UMLS_C0751688,3558,ENSG00000109471,P60568,N/A,,,85023613
IL2,Malignant neoplasm of body of pancreas,C0153459,0.4,0,0,disease,Digestive System Diseases (C06); Neoplasms (C04); Endocrine System Diseases (C19); Neoplastic Process (T191); disease of anatomical entity (7); disease of cellular proliferation (14566),ICD10_C25.1; ICD9CM_157.1; NCI_C194090; DO_1793; MONDO_0009831; EFO_0003860; EFO_1000359; EFO_1000439; UMLS_C0153459,3558,ENSG00000109471,P60568,N/A,,,50184812
IL2,malignant neoplasm of head of pancreas,C0153458,0.4,0,0,disease,Digestive System Diseases (C06); Neoplasms (C04); Endocrine System Diseases (C19); Neoplastic Process (T191); disease of anatomical entity (7); disease of cellular proliferation (14566),ICD10_C25.0; ICD9CM_157.0; NCI_C194089; DO_1793; MONDO_0009831; EFO_0003860; EFO_1000359; EFO_1000439; UMLS_C0153458,3558,ENSG00000109471,P60568,N/A,,,50184050
IL2,Malignant neoplasm of tail of pancreas,C0153460,0.4,0,0,disease,Digestive System Diseases (C06); Neoplasms (C04); Endocrine System Diseases (C19); Neoplastic Process (T191); disease of anatomical entity (7); disease of cellular proliferation (14566),ICD10_C25.2; ICD9CM_157.2; NCI_C194091; DO_1793; MONDO_0009831; EFO_0003860; EFO_1000359; EFO_1000439; UMLS_C0153460,3558,ENSG00000109471,P60568,N/A,,,50185551
IL21,Celiac Disease,C0007570,1.0,28,0,disease,Digestive System Diseases (C06); Nutritional and Metabolic Diseases (C18); Disease or Syndrome (T047); disease of anatomical entity (7); Abnormality of the digestive system (25031); Abnormality of the immune system (02715),MESH_D002446; ICD10_K90.0; NCI_C26714; ICD9CM_579.0; HPO_HP:0002608; ORDO_555; DO_10608; MONDO_0005130; EFO_0001060; EFO_0009266; UMLS_C0007570,59067,ENSG00000138684,Q9HBE4,N/A,2007.0,2023.0,10452951
IL21,"Lupus Erythematosus, Systemic",C0024141,0.95,45,0,disease,Immune System Diseases (C20); Skin and Connective Tissue Diseases (C17); Disease or Syndrome (T047); disease of anatomical entity (7); Abnormality of the immune system (02715),MESH_D008180; ICD10_M32; NCI_C3201; ICD10_M32.9; OMIM_152700; ICD9CM_710.0; HPO_HP:0002725; ORDO_536; DO_9074; MONDO_0007915; UMLS_C0024141,59067,ENSG00000138684,Q9HBE4,N/A,2005.0,2024.0,30261793
IL21,Liver carcinoma,C2239176,0.8,13,0,disease,Neoplasms (C04); Digestive System Diseases (C06); Neoplastic Process (T191); disease of anatomical entity (7); disease of cellular proliferation (14566); Neoplasm (02664); Abnormality of the digestive system (25031),ICD10_C22.0; MESH_D006528; OMIM_114550; NCI_C3099; HPO_HP:0001402; ORDO_88673; DO_3571; DO_684; MONDO_0007256; EFO_0000182; EFO_0000762; EFO_1000256; UMLS_C2239176,59067,ENSG00000138684,Q9HBE4,N/A,2013.0,2024.0,100220939
IL21,Asthma,C0004096,0.8,7,0,disease,Immune System Diseases (C20); Respiratory Tract Diseases (C08); Disease or Syndrome (T047); disease of anatomical entity (7); Abnormality of the respiratory system (02086); Abnormality of the immune system (02715),ICD10_J45; MESH_D001249; ICD10_J45.9; HPO_HP:0002099; NCI_C28397; ICD9CM_493; ICD9CM_493.9; DO_2841; DO_9360; DO_9415; MONDO_0004979; UMLS_C0004096,59067,ENSG00000138684,Q9HBE4,N/A,2009.0,2021.0,5317262
IL21,Common Variable Immunodeficiency,C0009447,0.7,10,0,disease,Immune System Diseases (C20); Disease or Syndrome (T047); disease of anatomical entity (7); genetic disease (630),MESH_D017074; ICD10_D83; ICD10_D83.9; ICD9CM_279.06; OMIM_607594; ORDO_1572; DO_12177; MONDO_0015517; UMLS_C0009447,59067,ENSG00000138684,Q9HBE4,N/A,2008.0,2020.0,15145054
IL21,IL21-related infantile inflammatory bowel disease,C5567788,0.7,2,0,disease,"Immune System Diseases (C20); Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16); Digestive System Diseases (C06); Disease or Syndrome (T047); disease of anatomical entity (7); genetic disease (630)",OMIM_615767; OMIM_605384; NCI_C176801; ORDO_477661; DO_0081153; MONDO_0014338; UMLS_C5567788,59067,ENSG00000138684,Q9HBE4,N/A,2009.0,2014.0,115243836
IL22,Autoimmune Chronic Hepatitis,C0241910,0.5,2,0,disease,Digestive System Diseases (C06); Immune System Diseases (C20); Disease or Syndrome (T047); disease of anatomical entity (7),MESH_D019693; ICD9CM_571.42; DO_2048; MONDO_0016264; EFO_0005676; UMLS_C0241910,50616,ENSG00000127318,Q9GZX6,N/A,2008.0,2011.0,60066596
IL22,Chemical and Drug Induced Liver Injury,C4277682,0.4,3,0,disease,Digestive System Diseases (C06); Chemically-Induced Disorders (C25); Disease or Syndrome (T047),MESH_D056486; MONDO_0005359; EFO_0004228; EFO_0011052; UMLS_C4277682,50616,ENSG00000127318,Q9GZX6,N/A,2004.0,2013.0,110126523
IL22,Autoimmune Hepatitis with Centrilobular Necrosis,C1332355,0.4,1,0,disease,Disease or Syndrome (T047); disease of anatomical entity (7),NCI_C27778; DO_2048; MONDO_0016264; EFO_0005676; UMLS_C1332355,50616,ENSG00000127318,Q9GZX6,N/A,2011.0,2011.0,90146776
IL22,"Infarction, Middle Cerebral Artery",C0740392,0.4,1,0,disease,"Pathological Conditions, Signs and Symptoms (C23); Nervous System Diseases (C10); Cardiovascular Diseases (C14); Disease or Syndrome (T047); disease of anatomical entity (7)",MESH_D020244; HPO_HP:0033762; DO_3525; MONDO_0006857; EFO_1001045; UMLS_C0740392,50616,ENSG00000127318,Q9GZX6,N/A,2014.0,2014.0,80454579
IL23A,Psoriasis,C0033860,1.0,275,0,disease,Skin and Connective Tissue Diseases (C17); Disease or Syndrome (T047); disease of anatomical entity (7); Abnormality of the immune system (02715); Abnormality of the integument (01574),MESH_D011565; ICD10_L40; ICD10_L40.9; HPO_HP:0003765; NCI_C3346; DO_4398; DO_8893; DO_9088; MONDO_0005083; EFO_0000676; UMLS_C0033860,51561,ENSG00000110944,Q9NPF7,Signaling,2004.0,2025.0,40174264
IL23A,Rheumatoid Arthritis,C0003873,0.85,51,0,disease,Skin and Connective Tissue Diseases (C17); Immune System Diseases (C20); Musculoskeletal Diseases (C05); Disease or Syndrome (T047); disease of anatomical entity (7); Abnormality of the musculoskeletal system (33127),MESH_D001172; ICD10_M06.9; OMIM_180300; ICD9CM_714.0; OMIM_607218; HPO_HP:0001370; NCI_C2884; DO_7148; MONDO_0008383; EFO_0000685; UMLS_C0003873,51561,ENSG00000110944,Q9NPF7,Signaling,1987.0,2023.0,5285547
IL23A,"Dermatitis, Atopic",C0011615,0.85,10,0,disease,"Skin and Connective Tissue Diseases (C17); Immune System Diseases (C20); Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16); Disease or Syndrome (T047); disease of anatomical entity (7); Abnormality of the immune system (02715); Abnormality of the integument (01574)",MESH_D003876; ICD10_L20; ICD10_L20.9; OMIM_603165; HPO_HP:0001047; DO_3310; MONDO_0004980; MONDO_0100178; EFO_0000274; UMLS_C0011615,51561,ENSG00000110944,Q9NPF7,Signaling,2005.0,2023.0,15293655
IL2RA,"Diabetes Mellitus, Insulin-Dependent",C0011854,1.0,98,0,disease,Nutritional and Metabolic Diseases (C18); Immune System Diseases (C20); Endocrine System Diseases (C19); Disease or Syndrome (T047); disease of anatomical entity (7); disease of metabolism (0014667); genetic disease (630); Abnormality of metabolism/homeostasis (01939); Abnormality of the endocrine system (00818),MESH_D003922; ICD10_E10; OMIM_222100; NCI_C2986; HPO_HP:0100651; ORDO_243377; DO_0110741; DO_0110742; DO_0110743; DO_0110744; DO_0110745; DO_0110746; DO_9744; DO_0110747; DO_0110749; DO_0110750; DO_0110751; DO_0110752; DO_0110753; DO_0110754; DO_0110755; DO_0110756; DO_0110757; DO_0110758; DO_0110759; DO_0110760; DO_0110761; MONDO_0005147; MONDO_0007454; MONDO_0010950; MONDO_0011572; MONDO_0011016; MONDO_0011033; MONDO_0011068; MONDO_0011123; MONDO_0012422; MONDO_0010861; MONDO_0010862; MONDO_0010863; MONDO_0010864; MONDO_0011167; MONDO_0011168; MONDO_0012919; MONDO_0012920; MONDO_0012921; MONDO_0012961; MONDO_0011302; MONDO_0013078; UMLS_C0011854,3559,ENSG00000134460,P01589,Receptor,1988.0,2025.0,15328492
IL2RA,Multiple Sclerosis,C0026769,1.0,88,0,disease,Immune System Diseases (C20); Nervous System Diseases (C10); Disease or Syndrome (T047); disease of anatomical entity (7),MESH_D009103; ICD10_G35; ICD9CM_340; NCI_C3243; ORDO_802; DO_2377; MONDO_0005301; EFO_0803536; UMLS_C0026769,3559,ENSG00000134460,P01589,Receptor,1991.0,2025.0,35063685
IL2RA,Rheumatoid Arthritis,C0003873,1.0,55,0,disease,Skin and Connective Tissue Diseases (C17); Immune System Diseases (C20); Musculoskeletal Diseases (C05); Disease or Syndrome (T047); disease of anatomical entity (7); Abnormality of the musculoskeletal system (33127),MESH_D001172; ICD10_M06.9; OMIM_180300; ICD9CM_714.0; OMIM_607218; HPO_HP:0001370; NCI_C2884; DO_7148; MONDO_0008383; EFO_0000685; UMLS_C0003873,3559,ENSG00000134460,P01589,Receptor,1990.0,2024.0,5279120
IL2RA,HIV Infections,C0019693,0.85,25,0,disease,Infections (C01); Urogenital Diseases (C12); Immune System Diseases (C20); Disease or Syndrome (T047); disease by infectious agent (0050117),MESH_D015658; ICD10_B20-B24.9; ICD10_B24; ICD9CM_042; NCI_C3108; ICD9CM_042-042.99; DO_526; DO_635; MONDO_0005109; EFO_0000764; UMLS_C0019693,3559,ENSG00000134460,P01589,Receptor,1990.0,2019.0,25106205
IL2RA,Alopecia Areata,C0002171,0.8,10,0,disease,Skin and Connective Tissue Diseases (C17); Disease or Syndrome (T047); disease of anatomical entity (7),MESH_D000506; ICD10_L63; ICD10_L63.9; ICD9CM_704.01; DO_986; MONDO_0005340; EFO_0004192; UMLS_C0002171,3559,ENSG00000134460,P01589,Receptor,2004.0,2024.0,5074075
IL2RA,Lymphopenia,C0024312,0.75,3,0,disease,Immune System Diseases (C20); Hemic and Lymphatic Diseases (C15); Disease or Syndrome (T047); disease of anatomical entity (7); Abnormality of blood and blood-forming tissues (01871); Abnormality of the immune system (02715),MESH_D008231; ICD9CM_288.51; HPO_HP:0001888; DO_614; MONDO_0003783; UMLS_C0024312,3559,ENSG00000134460,P01589,Receptor,1997.0,2011.0,30302264
IL2RA,"Interleukin 2 Receptor, Alpha, Deficiency of",C1853392,0.7,13,0,disease,Immune System Diseases (C20); Disease or Syndrome (T047); disease of anatomical entity (7); genetic disease (630),MESH_C565232; OMIM_606367; OMIM_147730; ORDO_169100; DO_0111968; MONDO_0011664; UMLS_C1853392,3559,ENSG00000134460,P01589,Receptor,1995.0,2023.0,95279236
IL2RA,COVID-19 Virus Disease,C5203670,0.7,8,0,disease,Infections (C01); Respiratory Tract Diseases (C08); Disease or Syndrome (T047); disease by infectious agent (0050117),MESH_D000086382; NCI_C171133; DO_0080600; MONDO_0100096; UMLS_C5203670,3559,ENSG00000134460,P01589,Receptor,2020.0,2021.0,115168400
IL2RA,Major Depressive Disorder,C1269683,0.7,2,0,disease,Mental Disorders (F03); Mental or Behavioral Dysfunction (T048),MESH_D003865; OMIM_608516; DO_1595; MONDO_0002009; EFO_1002014; UMLS_C1269683,3559,ENSG00000134460,P01589,Receptor,2010.0,2024.0,90042314
IL2RA,Schizophrenia,C0036341,0.6,6,0,disease,Mental Disorders (F03); Mental or Behavioral Dysfunction (T048); disease of mental health (150); Abnormality of the nervous system (00707),MESH_D012559; ICD10_F20; ICD10_F20.9; OMIM_181500; ICD9CM_295.90; HPO_HP:0100753; NCI_C3362; ICD9CM_295.9; ICD9CM_295; DO_5419; MONDO_0005090; UMLS_C0036341,3559,ENSG00000134460,P01589,Receptor,1994.0,2024.0,40289360
IL2RA,"Dermatitis, Allergic Contact",C0162820,0.6,3,0,disease,Skin and Connective Tissue Diseases (C17); Immune System Diseases (C20); Disease or Syndrome (T047); disease of anatomical entity (7),MESH_D017449; ICD10_L23; ICD10_L23.9; NCI_C26998; DO_3042; MONDO_0006525; EFO_1000668; UMLS_C0162820,3559,ENSG00000134460,P01589,Receptor,2003.0,2011.0,55048536
IL2RA,Unipolar Depression,C0041696,0.6,2,0,disease,Mental Disorders (F03); Mental or Behavioral Dysfunction (T048); disease of mental health (150),MESH_D003866; NCI_C35094; OMIM_608516; DO_1595; DO_4964; MONDO_0002050; MONDO_0002009; MONDO_0012048; EFO_0004257; EFO_1002014; UMLS_C0041696,3559,ENSG00000134460,P01589,Receptor,2010.0,2024.0,45149140
IL2RA,Malignant mesothelioma,C0345967,0.5,2,0,disease,Neoplasms (C04); Respiratory Tract Diseases (C08); Neoplastic Process (T191); disease of cellular proliferation (14566); Neoplasm (02664),OMIM_156240; HPO_HP:0100001; MESH_D000086002; NCI_C4456; ORDO_50251; DO_1790; DO_7474; MONDO_0006292; EFO_0000588; EFO_1000355; UMLS_C0345967,3559,ENSG00000134460,P01589,Receptor,2005.0,2014.0,70013760
IL2RA,"DIABETES MELLITUS, INSULIN-DEPENDENT, 10",C1866040,0.5,1,0,disease,Immune System Diseases (C20); Endocrine System Diseases (C19); Nutritional and Metabolic Diseases (C18); Disease or Syndrome (T047); disease of anatomical entity (7); disease of metabolism (0014667); genetic disease (630),OMIM_601942; MESH_C566602; OMIM_147730; DO_0110749; MONDO_0011168; UMLS_C1866040,3559,ENSG00000134460,P01589,Receptor,2007.0,2007.0,100079443
IL2RA,Glomerulonephritis,C0017658,0.5,1,0,disease,Urogenital Diseases (C12); Disease or Syndrome (T047); disease of anatomical entity (7); Abnormality of the genitourinary system (00119); Abnormality of the immune system (02715),MESH_D005921; HPO_HP:0000099; NCI_C26784; DO_10952; DO_2921; DO_557; MONDO_0002462; UMLS_C0017658,3559,ENSG00000134460,P01589,Receptor,2000.0,2000.0,20254938
IL2RA,Juvenile pauciarticular chronic arthritis,C2931171,0.45,2,0,disease,Immune System Diseases (C20); Musculoskeletal Diseases (C05); Skin and Connective Tissue Diseases (C17); Disease or Syndrome (T047),MESH_C536312; NCI_C119032; ORDO_85410; MONDO_0019433; EFO_1002019; UMLS_C2931171,3559,ENSG00000134460,P01589,Receptor,2012.0,2013.0,100358678
IL2RA,"Polyarticular Juvenile Idiopathic Arthritis, Rheumatoid Factor Negative",C3890205,0.45,2,0,disease,Skin and Connective Tissue Diseases (C17); Immune System Diseases (C20); Musculoskeletal Diseases (C05); Disease or Syndrome (T047),ICD10_M08.3; NCI_C119033; ORDO_85408; DO_676; MONDO_0019432; EFO_1002020; UMLS_C3890205,3559,ENSG00000134460,P01589,Receptor,2012.0,2013.0,105341882
IL2RA,"Diabetes Mellitus, Ketosis-Prone",C3837958,0.45,0,0,disease,Nutritional and Metabolic Diseases (C18); Immune System Diseases (C20); Endocrine System Diseases (C19); Disease or Syndrome (T047); disease of anatomical entity (7); disease of metabolism (0014667); genetic disease (630),OMIM_612227; MESH_D003922; DO_0110741; DO_0110742; DO_0110743; DO_0110744; DO_0110745; DO_0110746; DO_1837; DO_9744; DO_0110747; DO_0110749; DO_0110750; DO_0110751; DO_0110752; DO_0110753; DO_0110754; DO_0110755; DO_0110756; DO_0110757; DO_0110758; DO_0110759; DO_0110760; DO_0110761; MONDO_0005147; MONDO_0007454; MONDO_0010950; MONDO_0011572; MONDO_0011016; MONDO_0011033; MONDO_0011068; MONDO_0011123; MONDO_0012422; MONDO_0010861; MONDO_0010862; MONDO_0010863; MONDO_0010864; MONDO_0011167; MONDO_0011168; MONDO_0012919; MONDO_0012920; MONDO_0012921; MONDO_0012961; MONDO_0011302; MONDO_0100180; MONDO_0013078; EFO_0000400; EFO_1000897; UMLS_C3837958,3559,ENSG00000134460,P01589,Receptor,,,105312329
IL2RA,diabetes (mellitus) due to immune mediated pancreatic islet beta-cell destruction,C4290091,0.45,0,0,disease,Disease or Syndrome (T047); disease of anatomical entity (7); disease of metabolism (0014667); genetic disease (630),DO_0110741; DO_0110742; DO_0110743; DO_0110744; DO_0110745; DO_0110746; DO_9744; DO_0110747; DO_0110749; DO_0110750; DO_0110751; DO_0110752; DO_0110753; DO_0110754; DO_0110755; DO_0110756; DO_0110757; DO_0110758; DO_0110759; DO_0110760; DO_0110761; MONDO_0007454; MONDO_0010950; MONDO_0011572; MONDO_0011016; MONDO_0011033; MONDO_0011068; MONDO_0011123; MONDO_0012422; MONDO_0010861; MONDO_0010862; MONDO_0010863; MONDO_0010864; MONDO_0011167; MONDO_0011168; MONDO_0012919; MONDO_0012920; MONDO_0012921; MONDO_0012961; MONDO_0011302; MONDO_0013078; UMLS_C4290091,3559,ENSG00000134460,P01589,Receptor,,,110160185
IL2RA,diabetes (mellitus) due to autoimmune process,C4290090,0.45,0,0,disease,Disease or Syndrome (T047); disease of anatomical entity (7); disease of metabolism (0014667); genetic disease (630),DO_0110741; DO_0110742; DO_0110743; DO_0110744; DO_0110745; DO_0110746; DO_9744; DO_0110747; DO_0110749; DO_0110750; DO_0110751; DO_0110752; DO_0110753; DO_0110754; DO_0110755; DO_0110756; DO_0110757; DO_0110758; DO_0110759; DO_0110760; DO_0110761; MONDO_0007454; MONDO_0010950; MONDO_0011572; MONDO_0011016; MONDO_0011033; MONDO_0011068; MONDO_0011123; MONDO_0012422; MONDO_0010861; MONDO_0010862; MONDO_0010863; MONDO_0010864; MONDO_0011167; MONDO_0011168; MONDO_0012919; MONDO_0012920; MONDO_0012921; MONDO_0012961; MONDO_0011302; MONDO_0013078; UMLS_C4290090,3559,ENSG00000134460,P01589,Receptor,,,110160162
IL2RA,idiopathic diabetes (mellitus),C4290092,0.45,0,0,disease,Disease or Syndrome (T047); disease of anatomical entity (7); disease of metabolism (0014667); genetic disease (630),DO_0110741; DO_0110742; DO_0110743; DO_0110744; DO_0110745; DO_0110746; DO_9744; DO_0110747; DO_0110749; DO_0110750; DO_0110751; DO_0110752; DO_0110753; DO_0110754; DO_0110755; DO_0110756; DO_0110757; DO_0110758; DO_0110759; DO_0110760; DO_0110761; MONDO_0007454; MONDO_0010950; MONDO_0011572; MONDO_0011016; MONDO_0011033; MONDO_0011068; MONDO_0011123; MONDO_0012422; MONDO_0010861; MONDO_0010862; MONDO_0010863; MONDO_0010864; MONDO_0011167; MONDO_0011168; MONDO_0012919; MONDO_0012920; MONDO_0012921; MONDO_0012961; MONDO_0011302; MONDO_0013078; UMLS_C4290092,3559,ENSG00000134460,P01589,Receptor,,,110160210
IL2RA,Mesothelioma malignant advanced,C0278752,0.4,1,0,disease,Neoplastic Process (T191); disease of cellular proliferation (14566),NCI_C7865; DO_1790; MONDO_0006292; EFO_1000355; UMLS_C0278752,3559,ENSG00000134460,P01589,Receptor,2014.0,2014.0,65031681
