Compound ID,	Common name,Gene Symbol,UniprotID,lit_n
C0746,CucurbitacinB,CCNB1,P14635,1
C0746,CucurbitacinB,HIF1A,Q16665,3
C0746,CucurbitacinB,STAT3,P40763,1
C0747,CucurbitacinE,EIF2S1,P05198,1
C0747,CucurbitacinE,STAT3,P40763,1
C0747,CucurbitacinE,TP53,P04637,1
C0748,Fucosterol,ACHE,P22303,1
C0748,Fucosterol,HSPA5,P11021,1
C0749,Stigmasterol,NR1H2,P55055,1
C0750,Α-Spinasterol,NR1H2,P55055,1
C0750,Α-Spinasterol,NR1H3,Q13133,1
C0750,Α-Spinasterol,TRPV1,Q8NER1,2
C0751,Xanthatin,KDR,P35968,1
C0752,"(1R,9S)-4,11,11-Trimethyl-8-Methylenebicyclo[7.2.0]Undec-4-Ene,Caryophellene,Β-Caryophyllene",CNR2,P34972,1
C0752,"(1R,9S)-4,11,11-Trimethyl-8-Methylenebicyclo[7.2.0]Undec-4-Ene,Caryophellene,Β-Caryophyllene",IL6,P05231,1
C0753,Mangiferin,BCL2,P10415,1
C0753,Mangiferin,Bcl2l1,Q64373,1
C0753,Mangiferin,CASP3,P42574,1
C0753,Mangiferin,CAT,P04040,1
C0753,Mangiferin,CRP,P02741,1
C0753,Mangiferin,DPP4,P27487,1
C0753,Mangiferin,IL1B,P01584,1
C0753,Mangiferin,IRAK1,P51617,1
C0753,Mangiferin,MIR182,nan,1
C0753,Mangiferin,NFE2L2,Q16236,1
C0753,Mangiferin,NFKB1,P19838,1
C0753,Mangiferin,PPARA,Q07869,1
C0753,Mangiferin,RELA,Q04206,1
C0753,Mangiferin,SOD1,P00441,1
C0753,Mangiferin,TLR4,O00206,1
C0754,Orientin,BAX,Q07812,1
C0754,Orientin,BCL2,P10415,1
C0754,Orientin,CASP3,P42574,1
C0754,Orientin,CEBPD,P49716,2
C0754,Orientin,PLA2G2A,P14555,1
C0755,3-AminobenzoicAcid,HIF1A,Q16665,1
C0756,irisolidone,IL1B,P01584,1
C0756,irisolidone,JUN,P05412,1
C0756,irisolidone,MAPK1,P28482,1
C0756,irisolidone,MMP9,P14780,1
C0756,irisolidone,NOS2,P35228,1
C0756,irisolidone,RELA,Q04206,1
C0756,irisolidone,TNF,P01375,1
C0757,Psoralidin,BAX,Q07812,1
C0757,Psoralidin,BCL2,P10415,1
C0757,Psoralidin,CASP3,P42574,1
C0757,Psoralidin,CYP2E1,P05181,1
C0757,Psoralidin,ESR1,P03372,1
C0757,Psoralidin,ESR2,Q92731,1
C0757,Psoralidin,RELA,Q04206,1
C0758,Tectoridin,PPARA,Q07869,1
C0759,Tectorigenin,AKR1B1,P15121,1
C0759,Tectorigenin,FCER1A,P12319,1
C0759,Tectorigenin,IGF1R,P08069,1
C0759,Tectorigenin,IL1B,P01584,1
C0759,Tectorigenin,IRS1,P35568,1
C0759,Tectorigenin,NOS2,P35228,1
C0759,Tectorigenin,NPEPPS,P55786,1
C0759,Tectorigenin,PPARG,P37231,1
C0759,Tectorigenin,PTGER3,P43115,1
C0759,Tectorigenin,PTGS2,P35354,1
C0759,Tectorigenin,SPDEF,O95238,1
C0759,Tectorigenin,TERT,O14746,1
C0759,Tectorigenin,TIMP3,P35625,1
C0760,Α-Ionone,OR51E2,Q9H255,1
C0761,3-HydroxybenzoicAcid,HCAR1,Q9BXC0,1
C0761,3-HydroxybenzoicAcid,HCAR2,Q8TDS4,1
C0762,3-Iodothyronamine,TAAR1,Q96RJ0,3
C0763,3-Methyl-1H-Indole,AHR,P35869,3
C0763,3-Methyl-1H-Indole,CYP1A1,P04798,2
C0763,3-Methyl-1H-Indole,CYP1A2,P05177,2
C0763,3-Methyl-1H-Indole,CYP1B1,Q16678,2
C0764,GanodermicAcidR,IFNG,P01579,1
C0765,Glycitein,APP,P05067,1
C0765,Glycitein,MMP13,P45452,1
C0765,Glycitein,MMP8,P22894,1
C0766,Glycycoumarin,CASP3,P42574,1
C0768,Isolinderalactone,PIGK,Q92643,1
C0769,Isotrifoliol,NFKB1,P19838,1
C0771,"4,7,7-Trimethylbicyclo[2.2.1]Heptan-3-One",CYP1A1,P04798,1
C0771,"4,7,7-Trimethylbicyclo[2.2.1]Heptan-3-One",TRPA1,O75762,1
C0771,"4,7,7-Trimethylbicyclo[2.2.1]Heptan-3-One",TRPV3,Q8NET8,1
C0772,"2'-Methoxy-3,4,4'-Trihydroxychalcone",NOS2,P35228,1
C0773,Morin,ADA,P00813,1
C0773,Morin,AKT1,P31749,1
C0773,Morin,CAT,P04040,1
C0773,Morin,CCNG2,Q16589,1
C0773,Morin,DAPK1,P53355,1
C0773,Morin,GSK3B,P49841,2
C0773,Morin,LGALS3,P17931,1
C0773,Morin,MIR29A,nan,1
C0773,Morin,MPO,P05164,1
C0773,Morin,NR1H2,P55055,2
C0773,Morin,NR1H3,Q13133,2
C0773,Morin,PIAS3,Q9Y6X2,1
C0773,Morin,PPARG,P37231,1
C0773,Morin,TP53,P04637,1
C0774,Morusin,BIRC5,O15392,1
C0774,Morusin,NFKB1,P19838,1
C0775,Rhapontigenin,HIF1A,Q16665,1
C0775,Rhapontigenin,JUN,P05412,1
C0775,Rhapontigenin,MAPK1,P28482,1
C0776,AtractylenolideI,ALOX5,P09917,1
C0776,AtractylenolideI,IL1B,P01584,1
C0776,AtractylenolideI,IL6,P05231,1
C0776,AtractylenolideI,NOS2,P35228,1
C0776,AtractylenolideI,PGF,P49763,1
C0776,AtractylenolideI,TLR4,O00206,1
C0776,AtractylenolideI,TNF,P01375,1
C0776,AtractylenolideI,VEGFA,P15692,1
C0777,"5,7,2',3'-Tetrahydroxyflavone",NOS2,P35228,1
C0778,Tetrandrine,ABCB1,P08183,2
C0778,Tetrandrine,CCNB1,P14635,1
C0778,Tetrandrine,CCND1,P24385,1
C0778,Tetrandrine,CDK1,P06493,1
C0778,Tetrandrine,CYP1A1,P04798,1
C0778,Tetrandrine,EIF2S1,P05198,1
C0778,Tetrandrine,GLI1,P08151,1
C0778,Tetrandrine,IL1B,P01584,1
C0778,Tetrandrine,IL6,P05231,1
C0778,Tetrandrine,KCNH1,O95259,3
C0778,Tetrandrine,PRKCA,P17252,1
C0778,Tetrandrine,UGCG,Q16739,1
C0779,"(1S)-1-Methyl-1,2,3,4-Tetrahydroisoquinoline-6,7-Diol",KISS1,Q15726,1
C0780,"5-Hydroxy-6,7,8,3',4'-Pentamethoxyflavone",MAPK8,P45983,1
C0781,Tyramine,MAOB,P27338,1
C0782,BrefeldinA,AKT1,P31749,1
C0782,BrefeldinA,ARF1,P84077,1
C0782,BrefeldinA,GBF1,Q92538,1
C0782,BrefeldinA,NOS2,P35228,1
C0782,BrefeldinA,RAPGEF3,O95398,4
C0782,BrefeldinA,RTL10,Q7L3V2,1
C0783,Caryophellene,RELA,Q04206,1
C0784,Stigmasterol,NR1H2,P55055,1
C0785,Grifolin,DAPK1,P53355,1
C0785,Grifolin,MAPK1,P28482,1
C0785,Grifolin,MAPK3,P27361,1
C0786,Flazin,NFE2L2,Q16236,1
C0787,AnacardicAcid,AURKA,O14965,1
C0787,AnacardicAcid,COL1A2,P08123,2
C0787,AnacardicAcid,CREBBP,Q92793,1
C0787,AnacardicAcid,EP300,Q09472,2
C0787,AnacardicAcid,HSP90AA1,P07900,1
C0787,AnacardicAcid,KAT2B,Q92831,1
C0787,AnacardicAcid,PTEN,P60484,1
C0788,Irigenin,CDKN1A,P38936,1
C0788,Irigenin,CDKN1B,P46527,1
C0789,Demethoxycurcumin,ABCB1,P08183,1
C0789,Demethoxycurcumin,PPARG,P37231,1
C0790,PachymicAcid,BAD,Q92934,1
C0790,PachymicAcid,BCL2,P10415,1
C0790,PachymicAcid,CASP3,P42574,1
C0790,PachymicAcid,CASP9,P55211,1
C0790,PachymicAcid,CDKN1A,P38936,1
C0791,Triolein,AQP4,P55087,1
C0791,Triolein,GFAP,P14136,1
C0791,Triolein,LIPE,Q05469,1
C0791,Triolein,MMP1,P03956,1
C0792,Celastrol,AR,P10275,1
C0792,Celastrol,AXL,P30530,1
C0792,Celastrol,BACE1,P56817,1
C0792,Celastrol,CASP3,P42574,1
C0792,Celastrol,CASP9,P55211,1
C0792,Celastrol,CIP2A,Q8TCG1,1
C0792,Celastrol,CYP1A2,P05177,1
C0792,Celastrol,EGFR,P00533,1
C0792,Celastrol,FANCD2,Q9BXW9,1
C0792,Celastrol,FN1,P02751,1
C0792,Celastrol,HIF1A,Q16665,3
C0792,Celastrol,HSF1,Q00613,1
C0792,Celastrol,HSP90AA1,P07900,2
C0792,Celastrol,IFI27,P40305,1
C0792,Celastrol,MIR146A,nan,1
C0792,Celastrol,MIR21,nan,1
C0792,Celastrol,MIR223,nan,1
C0792,Celastrol,MYB,P10242,1
C0792,Celastrol,NFKB1,P19838,4
C0792,Celastrol,PMAIP1,Q13794,1
C0792,Celastrol,SREBF1,P36956,1
C0792,Celastrol,STAT3,P40763,1
C0792,Celastrol,TLR4,O00206,2
C0793,GinkgolideB,IL6,P05231,1
C0793,GinkgolideB,NR1I2,O75469,1
C0793,GinkgolideB,OLR1,P78380,1
C0793,GinkgolideB,PCLAF,Q15004,1
C0793,GinkgolideB,PTAFR,P25105,5
C0793,GinkgolideB,SIRT1,Q96EB6,1
C0793,GinkgolideB,STAT1,P42224,1
C0794,Melanin,IGF1R,P08069,1
C0794,Melanin,IL6,P05231,1
C0794,Melanin,MAPK1,P28482,1
C0794,Melanin,MAPK3,P27361,1
C0794,Melanin,MC1R,Q01726,1
C0794,Melanin,TNF,P01375,1
C0794,Melanin,VEGFA,P15692,1
C0795,Oleuropein,AKT1,P31749,1
C0795,Oleuropein,BAX,Q07812,1
C0795,Oleuropein,BCL2,P10415,1
C0795,Oleuropein,CASP3,P42574,1
C0795,Oleuropein,HIF1A,Q16665,1
C0795,Oleuropein,NFKB1,P19838,1
C0795,Oleuropein,NOS2,P35228,1
C0795,Oleuropein,PIGK,Q92643,1
C0795,Oleuropein,PPARA,Q07869,1
C0795,Oleuropein,PPARG,P37231,1
C0796,Α-Carotene,MYCN,P04198,1
C0797,YakuchinoneB,ICAM1,P05362,1
C0797,YakuchinoneB,JUN,P05412,1
C0797,YakuchinoneB,NOS2,P35228,1
C0797,YakuchinoneB,ODC1,P11926,1
C0797,YakuchinoneB,PTGS2,P35354,1
C0797,YakuchinoneB,RELA,Q04206,1
C0797,YakuchinoneB,SELE,P16581,1
C0797,YakuchinoneB,TNF,P01375,1
C0797,YakuchinoneB,VCAM1,P19320,1
C0798,FarnesiferolB,GPBAR1,Q8TDU6,1
C0799,Α-Cyperone,HMOX1,P09601,1
C0799,Α-Cyperone,SIRT1,Q96EB6,1
C0800,Borneol,MMP9,P14780,1
C0800,Borneol,TJP1,Q07157,1
C0800,Borneol,TRPM8,Q7Z2W7,1
C0800,Borneol,VEGFA,P15692,1
C0801,Pyrene,AHR,P35869,2
C0801,Pyrene,ALOX5,P09917,1
C0801,Pyrene,CXADR,P78310,1
C0802,GinsenosideRb2,TGFB1,P01137,1
C0803,Apicidin,HDAC2,Q92769,1
C0803,Apicidin,HDAC3,O15379,2
C0803,Apicidin,HDAC9,Q9UKV0,3
C0803,Apicidin,IL7R,P16871,1
C0804,estrone,ABCC1,P33527,1
C0805,BornylAcetate,FOS,P01100,1
C0805,BornylAcetate,MMP1,P03956,1
C0806,gamma-aminobutyricacid,BCL2,P10415,1
C0806,gamma-aminobutyricacid,BDNF,P23560,1
C0806,gamma-aminobutyricacid,CASP3,P42574,1
C0806,gamma-aminobutyricacid,CHAT,P28329,1
C0806,gamma-aminobutyricacid,GRIK1,P39086,1
C0806,gamma-aminobutyricacid,IL1B,P01584,1
C0806,gamma-aminobutyricacid,MAPK1,P28482,1
C0806,gamma-aminobutyricacid,MAPK3,P27361,1
C0806,gamma-aminobutyricacid,SLC12A2,P55011,1
C0806,gamma-aminobutyricacid,SLC2A2,P11168,1
C0807,D-Mannoheptulose,GCK,P35557,1
C0807,D-Mannoheptulose,HK1,P19367,1
C0808,"5,7-Dihydroxy-2-(4-Hydroxyphenyl)-2,3-Dihydrochromen-4-One",ABCC1,P33527,1
C0808,"5,7-Dihydroxy-2-(4-Hydroxyphenyl)-2,3-Dihydrochromen-4-One",ADIPOQ,Q15848,1
C0808,"5,7-Dihydroxy-2-(4-Hydroxyphenyl)-2,3-Dihydrochromen-4-One",AKR1C1,Q04828,1
C0808,"5,7-Dihydroxy-2-(4-Hydroxyphenyl)-2,3-Dihydrochromen-4-One",AKT1,P31749,1
C0808,"5,7-Dihydroxy-2-(4-Hydroxyphenyl)-2,3-Dihydrochromen-4-One",APOB,P04114,1
C0808,"5,7-Dihydroxy-2-(4-Hydroxyphenyl)-2,3-Dihydrochromen-4-One",BAD,Q92934,1
C0808,"5,7-Dihydroxy-2-(4-Hydroxyphenyl)-2,3-Dihydrochromen-4-One",BCHE,P06276,1
C0808,"5,7-Dihydroxy-2-(4-Hydroxyphenyl)-2,3-Dihydrochromen-4-One",BCL2,P10415,1
C0808,"5,7-Dihydroxy-2-(4-Hydroxyphenyl)-2,3-Dihydrochromen-4-One",CASP3,P42574,1
C0808,"5,7-Dihydroxy-2-(4-Hydroxyphenyl)-2,3-Dihydrochromen-4-One",CAT,P04040,1
C0808,"5,7-Dihydroxy-2-(4-Hydroxyphenyl)-2,3-Dihydrochromen-4-One",CES1,P23141,1
C0808,"5,7-Dihydroxy-2-(4-Hydroxyphenyl)-2,3-Dihydrochromen-4-One",CYP19A1,P11511,1
C0808,"5,7-Dihydroxy-2-(4-Hydroxyphenyl)-2,3-Dihydrochromen-4-One",ESR1,P03372,1
C0808,"5,7-Dihydroxy-2-(4-Hydroxyphenyl)-2,3-Dihydrochromen-4-One",ESR2,Q92731,1
C0808,"5,7-Dihydroxy-2-(4-Hydroxyphenyl)-2,3-Dihydrochromen-4-One",FASN,P49327,1
C0808,"5,7-Dihydroxy-2-(4-Hydroxyphenyl)-2,3-Dihydrochromen-4-One",GSR,P00390,1
C0808,"5,7-Dihydroxy-2-(4-Hydroxyphenyl)-2,3-Dihydrochromen-4-One",GSTP1,P09211,1
C0808,"5,7-Dihydroxy-2-(4-Hydroxyphenyl)-2,3-Dihydrochromen-4-One",HMGCR,P04035,1
C0808,"5,7-Dihydroxy-2-(4-Hydroxyphenyl)-2,3-Dihydrochromen-4-One",LDLR,P01130,1
C0808,"5,7-Dihydroxy-2-(4-Hydroxyphenyl)-2,3-Dihydrochromen-4-One",MAPK3,P27361,1
C0808,"5,7-Dihydroxy-2-(4-Hydroxyphenyl)-2,3-Dihydrochromen-4-One",MTTP,P55157,1
C0808,"5,7-Dihydroxy-2-(4-Hydroxyphenyl)-2,3-Dihydrochromen-4-One",NOS2,P35228,1
C0808,"5,7-Dihydroxy-2-(4-Hydroxyphenyl)-2,3-Dihydrochromen-4-One",PKD2,Q13563,1
C0808,"5,7-Dihydroxy-2-(4-Hydroxyphenyl)-2,3-Dihydrochromen-4-One",PLA2G1B,P04054,1
C0808,"5,7-Dihydroxy-2-(4-Hydroxyphenyl)-2,3-Dihydrochromen-4-One",PPARA,Q07869,1
C0808,"5,7-Dihydroxy-2-(4-Hydroxyphenyl)-2,3-Dihydrochromen-4-One",PPARG,P37231,1
C0808,"5,7-Dihydroxy-2-(4-Hydroxyphenyl)-2,3-Dihydrochromen-4-One",RELA,Q04206,1
C0808,"5,7-Dihydroxy-2-(4-Hydroxyphenyl)-2,3-Dihydrochromen-4-One",SOAT1,P35610,1
C0808,"5,7-Dihydroxy-2-(4-Hydroxyphenyl)-2,3-Dihydrochromen-4-One",SOAT2,O75908,1
C0808,"5,7-Dihydroxy-2-(4-Hydroxyphenyl)-2,3-Dihydrochromen-4-One",SOD1,P00441,1
C0808,"5,7-Dihydroxy-2-(4-Hydroxyphenyl)-2,3-Dihydrochromen-4-One",SREBF1,P36956,1
C0809,GinkgolideC,NR1I2,O75469,1
C0809,GinkgolideC,SIRT1,Q96EB6,1
C0810,GinsenosideRb1,CDK5,Q00535,1
C0810,GinsenosideRb1,FN1,P02751,2
C0810,GinsenosideRb1,GSK3B,P49841,1
C0810,GinsenosideRb1,IRAK1,P51617,1
C0810,GinsenosideRb1,NGF,P01138,1
C0810,GinsenosideRb1,NLRP3,Q96P20,1
C0811,Isoxanthohumol,ABCB1,P08183,1
C0811,Isoxanthohumol,CYP2C8,P10632,1
C0812,AralosideA,REN,P00797,1
C0813,(20S)-Protopanaxadiol,MMP2,P08253,1
C0813,(20S)-Protopanaxadiol,NOS2,P35228,1
C0814,CollettisideIii,AHR,P35869,1
C0814,CollettisideIii,CEBPA,P49715,1
C0814,CollettisideIii,HOTAIR,nan,1
C0814,CollettisideIii,LRP5,O75197,1
C0814,CollettisideIii,MITF,O75030,1
C0814,CollettisideIii,NR1H4,Q96RI1,1
C0814,CollettisideIii,PRDX1,Q06830,1
C0814,CollettisideIii,STAT3,P40763,1
C0815,"5-Hydroxy-3-(4-Hydroxyphenyl)-7-[3,4,5-Trihydroxy-6-(Hydroxymethyl)Oxan-2-Yl]Oxychromen-4-One",DNTT,P04053,1
C0815,"5-Hydroxy-3-(4-Hydroxyphenyl)-7-[3,4,5-Trihydroxy-6-(Hydroxymethyl)Oxan-2-Yl]Oxychromen-4-One",TFF1,P04155,1
C0816,GinkgolideJ,NR1I2,O75469,1
C0817,Morroniside,AKT1,P31749,1
C0817,Morroniside,CYP3A,nan,1
C0818,Nerolidol,TLR4,O00206,1
C0818,Nerolidol,TNF,P01375,1
C0819,Phytol,PPARA,Q07869,1
C0821,Danshensu,BAX,Q07812,1
C0821,Danshensu,BCL2,P10415,1
C0821,Danshensu,CASP3,P42574,1
C0821,Danshensu,CYP1A2,P05177,1
C0821,Danshensu,HMOX1,P09601,1
C0821,Danshensu,HRAS,P01112,1
C0821,Danshensu,TNNI3,P19429,1
C0822,EsculentosideA,RPS3A,P61247,1
C0823,GinsenosideRd,EGFR,P00533,1
C0824,Sauchinone,AKT1,P31749,1
C0824,Sauchinone,NFKB1,P19838,1
C0824,Sauchinone,TNF,P01375,1
C0825,Isomitraphylline,DPP4,P27487,1
C0826,Limonin,ABCB1,P08183,1
C0826,Limonin,AKT1,P31749,1
C0826,Limonin,HK2,P52789,1
C0826,Limonin,STAT3,P40763,1
C0827,"7,8-Dihydroxyflavone",AKT1,P31749,1
C0827,"7,8-Dihydroxyflavone",MAPK1,P28482,1
C0827,"7,8-Dihydroxyflavone",NTRK1,P04629,1
C0827,"7,8-Dihydroxyflavone",NTRK2,Q16620,11
C0828,PicrosideIi,AGER,Q15109,1
C0828,PicrosideIi,HMGB1,P09429,1
C0828,PicrosideIi,ICAM1,P05362,1
C0828,PicrosideIi,IL1B,P01584,1
C0828,PicrosideIi,TLR2,O60603,1
C0828,PicrosideIi,TNF,P01375,1
C0829,Asiaticoside,DES,P17661,1
C0829,Asiaticoside,GRIN2B,Q13224,1
C0829,Asiaticoside,NPHS1,O60500,1
C0829,Asiaticoside,NPHS2,Q9NP85,1
C0829,Asiaticoside,SYNPO,Q8N3V7,1
C0830,7-Oxocholesterol,AKT1,P31749,1
C0830,7-Oxocholesterol,BAX,Q07812,1
C0830,7-Oxocholesterol,BCL2,P10415,1
C0830,7-Oxocholesterol,BID,P55957,1
C0830,7-Oxocholesterol,Bcl2l1,Q64373,1
C0830,7-Oxocholesterol,CASP8,Q14790,1
C0830,7-Oxocholesterol,CASP9,P55211,1
C0830,7-Oxocholesterol,MAP1LC3B,Q9GZQ8,1
C0830,7-Oxocholesterol,PARP1,P09874,1
C0830,7-Oxocholesterol,SMO,Q99835,1
C0830,7-Oxocholesterol,TP53,P04637,1
C0831,sitosterol,ESR1,P03372,1
C0831,sitosterol,VCAM1,P19320,1
C0832,Corilagin,NFKB1,P19838,1
C0832,Corilagin,RNF8,O76064,1
C0832,Corilagin,TLR2,O60603,1
C0833,ChlorogenicAcid,BCL2,P10415,1
C0833,ChlorogenicAcid,CTSC,P53634,1
C0833,ChlorogenicAcid,G6PC1,P35575,1
C0833,ChlorogenicAcid,HDC,P19113,1
C0833,ChlorogenicAcid,NOTCH1,P46531,1
C0833,ChlorogenicAcid,PPARG,P37231,1
C0833,ChlorogenicAcid,TLR2,O60603,1
C0833,ChlorogenicAcid,VEGFA,P15692,1
C0834,TumulosicAcid,KLK5,Q9Y337,1
C0835,OrcinolGlucoside,CYP3A,nan,2
C0835,OrcinolGlucoside,NR1I2,O75469,1
C0836,8-Prenylapigenin,ESR2,Q92731,1
C0837,Arjungenin,NR1H4,Q96RI1,1
C0838,8-Prenylnaringenin,CYP1A2,P05177,1
C0838,8-Prenylnaringenin,CYP2C19,P33261,1
C0838,8-Prenylnaringenin,CYP2C9,P11712,1
C0839,"(2E,4E)-Deca-2,4-Dienal",CCND1,P24385,1
C0839,"(2E,4E)-Deca-2,4-Dienal",CD36,P16671,1
C0839,"(2E,4E)-Deca-2,4-Dienal",CDK4,P11802,1
C0839,"(2E,4E)-Deca-2,4-Dienal",CDKN1B,P46527,1
C0839,"(2E,4E)-Deca-2,4-Dienal",F3,P13726,1
C0839,"(2E,4E)-Deca-2,4-Dienal",RB1,P06400,1
C0839,"(2E,4E)-Deca-2,4-Dienal",TNF,P01375,1
C0840,Sanguinarine,BAX,Q07812,1
C0840,Sanguinarine,BCL2,P10415,1
C0840,Sanguinarine,DHFR,P00374,1
C0840,Sanguinarine,DUSP1,P28562,4
C0840,Sanguinarine,EIF4A1,P60842,1
C0840,Sanguinarine,MMP7,P09237,1
C0840,Sanguinarine,NFE2L2,Q16236,1
C0840,Sanguinarine,NFKB1,P19838,2
C0840,Sanguinarine,PRKAA1,Q13131,2
C0840,Sanguinarine,PTPN1,P18031,1
C0840,Sanguinarine,SNAI2,O43623,1
C0840,Sanguinarine,STAT3,P40763,1
C0840,Sanguinarine,SWAP70,Q9UH65,2
C0840,Sanguinarine,VEGFA,P15692,1
C0841,AbieticAcid,PPARG,P37231,1
C0841,AbieticAcid,RARA,P10276,1
C0842,ChikusetsusaponinIva,REN,P00797,1
C0843,AbscisicAcid,ACE,P12821,1
C0843,AbscisicAcid,BIN2,Q9UBW5,2
C0843,AbscisicAcid,CRABP2,P29373,1
C0843,AbscisicAcid,DEGS1,O15121,1
C0843,AbscisicAcid,G6PD,P11413,1
C0843,AbscisicAcid,LANCL2,Q9NS86,2
C0843,AbscisicAcid,PPARA,Q07869,1
C0843,AbscisicAcid,PPARG,P37231,1
C0843,AbscisicAcid,PSMB6,P28072,1
C0843,AbscisicAcid,VCAM1,P19320,1
C0844,Cycloastragenol,MAPK3,P27361,1
C0845,Acacetin,AKT1,P31749,1
C0845,Acacetin,BAX,Q07812,1
C0845,Acacetin,BCL2,P10415,1
C0845,Acacetin,CASP3,P42574,1
C0845,Acacetin,CASP8,Q14790,1
C0845,Acacetin,CDKN1A,P38936,1
C0845,Acacetin,CTNNB1,P35222,1
C0845,Acacetin,CYP19A1,P11511,1
C0845,Acacetin,CYP1A1,P04798,3
C0845,Acacetin,FASLG,P48023,1
C0845,Acacetin,FASN,P49327,1
C0845,Acacetin,MYC,P01106,1
C0845,Acacetin,NFKB1,P19838,1
C0845,Acacetin,NFKBIA,P25963,1
C0845,Acacetin,NOS2,P35228,1
C0845,Acacetin,PTGS2,P35354,1
C0845,Acacetin,RARG,P13631,1
C0845,Acacetin,RELA,Q04206,1
C0845,Acacetin,TNFRSF10A,O00220,1
C0845,Acacetin,TP53,P04637,2
C0845,Acacetin,UGT1A1,P22309,1
C0846,Acetaldehyde,ADIPOQ,Q15848,1
C0846,Acetaldehyde,AGT,P01019,1
C0846,Acetaldehyde,CAT,P04040,1
C0846,Acetaldehyde,CCND1,P24385,1
C0846,Acetaldehyde,CDK4,P11802,1
C0846,Acetaldehyde,CDT1,Q9H211,1
C0846,Acetaldehyde,CEBPB,P17676,1
C0846,Acetaldehyde,CELF1,Q92879,1
C0846,Acetaldehyde,CMA1,P23946,1
C0846,Acetaldehyde,COL1A1,P02452,2
C0846,Acetaldehyde,COL1A2,P08123,1
C0846,Acetaldehyde,COL7A1,Q02388,1
C0846,Acetaldehyde,CTSG,P08311,1
C0846,Acetaldehyde,CTSL,P07711,1
C0846,Acetaldehyde,FN1,P02751,1
C0846,Acetaldehyde,FOS,P01100,1
C0846,Acetaldehyde,HDAC11,Q96DB2,1
C0846,Acetaldehyde,IL1B,P01584,1
C0846,Acetaldehyde,IL6,P05231,1
C0846,Acetaldehyde,JMJD6,Q6NYC1,1
C0846,Acetaldehyde,JUN,P05412,3
C0846,Acetaldehyde,MAPK8,P45983,1
C0846,Acetaldehyde,MAPK9,P45984,1
C0846,Acetaldehyde,MMP1,P03956,1
C0846,Acetaldehyde,MMP11,P24347,1
C0846,Acetaldehyde,MMP2,P08253,1
C0846,Acetaldehyde,MMP9,P14780,1
C0846,Acetaldehyde,MT2A,P02795,1
C0846,Acetaldehyde,MYC,P01106,1
C0846,Acetaldehyde,NFKBIA,P25963,3
C0846,Acetaldehyde,OPRK1,P41145,1
C0846,Acetaldehyde,PENK,P01210,1
C0846,Acetaldehyde,PLAU,P00749,1
C0846,Acetaldehyde,PMM2,O15305,1
C0846,Acetaldehyde,POMC,P01189,1
C0846,Acetaldehyde,PPARG,P37231,1
C0846,Acetaldehyde,PRKCB,P05771,1
C0846,Acetaldehyde,RAPGEF4,Q8WZA2,1
C0846,Acetaldehyde,RARB,P10826,1
C0846,Acetaldehyde,RELA,Q04206,1
C0846,Acetaldehyde,RYR2,Q92736,1
C0846,Acetaldehyde,SELP,P16109,1
C0846,Acetaldehyde,SMAD7,O15105,1
C0846,Acetaldehyde,SOD2,P04179,1
C0846,Acetaldehyde,ST6GAL2,Q96JF0,1
C0846,Acetaldehyde,TGFB1,P01137,1
C0846,Acetaldehyde,TIMP1,P01033,1
C0846,Acetaldehyde,TIMP2,P16035,1
C0846,Acetaldehyde,TNF,P01375,2
C0847,Acetamide,HSP90AA1,P07900,1
C0848,Acetaminophen,ABCB1,P08183,1
C0848,Acetaminophen,ABL1,P00519,1
C0848,Acetaminophen,BCL2,P10415,1
C0848,Acetaminophen,CALCA,P06881;P01258,1
C0848,Acetaminophen,CHUK,O15111,2
C0848,Acetaminophen,CNR1,P21554,1
C0848,Acetaminophen,CYP2E1,P05181,1
C0848,Acetaminophen,CYP3A4,P08684,1
C0848,Acetaminophen,HSP90AA1,P07900,1
C0848,Acetaminophen,IL6,P05231,1
C0848,Acetaminophen,MAPK1,P28482,1
C0848,Acetaminophen,MAPK3,P27361,1
C0848,Acetaminophen,MAPK8,P45983,1
C0848,Acetaminophen,MMP8,P22894,1
C0848,Acetaminophen,MPO,P05164,1
C0848,Acetaminophen,NFKB1,P19838,1
C0848,Acetaminophen,OLR1,P78380,1
C0848,Acetaminophen,PTGS2,P35354,1
C0848,Acetaminophen,TLR4,O00206,1
C0848,Acetaminophen,TRPA1,O75762,1
C0848,Acetaminophen,TRPV1,Q8NER1,1
C0848,Acetaminophen,TXNRD1,Q16881,1
C0848,Acetaminophen,VEGFA,P15692,1
C0849,Raffinose,GUSB,P08236,1
C0850,Curcumol,BAX,Q07812,1
C0850,Curcumol,BCL2,P10415,2
C0850,Curcumol,CREB1,P16220,1
C0850,Curcumol,CYP2C19,P33261,1
C0850,Curcumol,JAK2,O60674,1
C0850,Curcumol,JAK3,P52333,1
C0850,Curcumol,MAPK14,Q16539,1
C0850,Curcumol,MKI67,P46013,1
C0850,Curcumol,NCL,P19338,1
C0851,Acetophenone,TRPA1,O75762,1
C0852,AdenosineTriphosphate,F2RL1,P55085,1
C0852,AdenosineTriphosphate,MAP2K7,O14733,1
C0852,AdenosineTriphosphate,MTOR,P42345,1
C0852,AdenosineTriphosphate,P2RX4,Q99571,1
C0852,AdenosineTriphosphate,P2RX7,Q99572,1
