gene_symbol,disease_id,score
PON1,C0026764,0.65
PON1,C0027051,0.85
PON1,C0028797,0.4
PON1,C0029810,0.45
PON1,C0030569,0.4
PON1,C0031090,0.4
PON1,C0033054,0.4
PON1,C0033578,0.45
PON1,C0034152,0.65
PON1,C0035328,0.65
PON1,C0036341,0.6
PON1,C0080178,0.5
PON1,C0085084,0.5
PON1,C0151744,0.8
PON1,C0154319,0.45
PON1,C0162871,0.65
PON1,C0206663,0.5
PON1,C0235032,0.75
PON1,C0264694,0.5
PON1,C0271084,0.55
PON1,C0271650,0.75
PON1,C0282550,0.6
PON1,C0339573,0.65
PON1,C0342257,0.65
PON1,C0343084,0.55
PON1,C0376545,0.55
PON1,C0524620,0.9
PON1,C0598608,0.75
PON1,C0598798,0.4
PON1,C0687132,0.6
PON1,C0700359,0.7
PON1,C0853193,0.5
PON1,C0948089,0.7
PON1,C1335469,0.45
PON1,C1827841,0.4
PON1,C1840169,0.4
PON1,C1862939,0.4
PON1,C2674665,0.4
PON1,C2919945,0.45
PON1,C3149706,0.4
PON1,C3714618,0.4
PON1,C4277682,0.4
PON3,C0002395,0.7
PON3,C0002736,0.55
PON3,C0004153,0.7
PON3,C1510586,0.4
POR,C0001627,0.8
POR,C0002453,0.65
POR,C0005684,0.6
POR,C0005695,0.65
POR,C0018801,0.4
POR,C0018802,0.4
POR,C0019569,0.4
POR,C0023186,0.4
POR,C0085215,0.4
POR,C0206726,0.4
POR,C0266362,0.7
POR,C0273115,0.4
POR,C0701163,0.5
POR,C0751265,0.4
POR,C0795941,0.4
POR,C1860042,1.0
POR,C2751824,0.6
POR,C2930619,0.5
POR,C2936791,0.5
POR,C3150099,0.7
POR,C4330909,0.75
POR,C5234850,0.8
POU2F1,C0006142,0.65
POU5F1,C0017638,0.8
POU5F1,C0018798,0.4
POU5F1,C0020217,0.5
POU5F1,C0027658,0.4
POU5F1,C0036631,0.75
POU5F1,C0154536,0.4
POU5F1,C0206659,0.8
POU5F1,C0278796,0.4
POU5F1,C0555198,0.5
POU5F1,C0596263,0.75
POU5F1,C0855159,0.45
POU5F1,C1135868,0.4
PPARA,C0002395,0.8
PPARA,C0007097,0.65
PPARA,C0010054,0.8
PPARA,C0010068,0.7
PPARA,C0011615,0.7
PPARA,C0011860,0.95
PPARA,C0015695,0.8
PPARA,C0015696,0.7
PPARA,C0018800,0.4
PPARA,C0019209,0.65
PPARA,C0020473,0.75
PPARA,C0020476,0.4
PPARA,C0020538,0.8
PPARA,C0020557,0.85
PPARA,C0020615,0.65
PPARA,C0021368,0.95
PPARA,C0021655,0.9
PPARA,C0022658,0.65
PPARA,C0022661,0.65
PPARA,C0022672,0.5
PPARA,C0023772,0.45
PPARA,C0023903,0.65
PPARA,C0026848,0.5
PPARA,C0027051,0.7
PPARA,C0027055,0.5
PPARA,C0028754,0.95
PPARA,C0033578,0.4
PPARA,C0033687,0.55
PPARA,C0035126,0.7
PPARA,C0036341,0.8
PPARA,C0151744,0.7
PPARA,C0156147,0.4
PPARA,C0242339,0.85
PPARA,C0264694,0.45
PPARA,C0400966,0.75
PPARA,C0553707,0.4
PPARA,C1368683,0.4
PPARA,C2239176,0.8
PPARA,C2930930,0.4
PPARA,C3241937,0.75
PPARA,C4277682,0.45
PPARD,C0005586,0.5
PPARD,C0011860,0.8
PPARD,C0015695,0.55
PPARD,C0015696,0.4
PPARD,C0018800,0.45
PPARD,C0023896,0.4
PPARD,C0025202,0.65
PPARD,C0028754,0.75
PPARD,C0031117,0.4
PPARD,C0033141,0.4
PPARD,C0036529,0.4
PPARD,C0037286,0.4
PPARD,C0043094,0.4
PPARD,C0400966,0.65
PPARD,C0878544,0.6
PPARD,C1335029,0.4
PPARD,C3241937,0.65
PPARG,C0001418,0.75
PPARG,C0002395,0.95
PPARG,C0004153,0.95
PPARG,C0004763,0.65
PPARG,C0007102,0.85
PPARG,C0007222,0.9
PPARG,C0007273,0.55
PPARG,C0009375,0.65
PPARG,C0009404,0.6
PPARG,C0011849,1.0
PPARG,C0011860,1.0
PPARG,C0011881,0.8
PPARG,C0017658,0.4
PPARG,C0018801,0.8
PPARG,C0018802,0.8
PPARG,C0020538,0.9
PPARG,C0021368,1.0
PPARG,C0021655,1.0
PPARG,C0022116,0.65
PPARG,C0022660,0.65
PPARG,C0022661,0.7
PPARG,C0022680,0.55
PPARG,C0023487,0.6
PPARG,C0023787,1.0
PPARG,C0023794,0.4
PPARG,C0023903,0.4
PPARG,C0025202,0.75
PPARG,C0025517,0.75
PPARG,C0027746,0.65
PPARG,C0028754,1.0
PPARG,C0028756,0.75
PPARG,C0029227,0.45
PPARG,C0029591,0.4
PPARG,C0030297,0.5
PPARG,C0032914,0.9
PPARG,C0033860,0.75
PPARG,C0035078,0.6
PPARG,C0035126,0.65
PPARG,C0038356,0.6
PPARG,C0038525,0.4
PPARG,C0040136,0.85
PPARG,C0079772,0.6
PPARG,C0085278,0.65
PPARG,C0153458,0.5
PPARG,C0153459,0.5
PPARG,C0153460,0.5
PPARG,C0153463,0.5
PPARG,C0154830,0.65
PPARG,C0156147,0.4
PPARG,C0157946,0.4
PPARG,C0206682,0.75
PPARG,C0206726,0.4
PPARG,C0221032,0.6
PPARG,C0221406,0.6
PPARG,C0236811,0.4
PPARG,C0242339,0.75
PPARG,C0242488,0.7
PPARG,C0271694,0.8
PPARG,C0282548,0.4
PPARG,C0334588,0.4
PPARG,C0400966,0.8
PPARG,C0525045,0.65
PPARG,C0699790,0.6
PPARG,C1337013,0.65
PPARG,C1565662,0.4
PPARG,C1720859,0.45
PPARG,C1720860,0.65
PPARG,C1720861,1.0
PPARG,C1836302,0.4
PPARG,C2239176,0.75
PPARG,C2609414,0.65
PPARG,C2931367,0.4
PPARG,C3241937,0.75
PPARG,C3888631,0.4
PPARG,C4016738,0.4
PPARG,C4017629,0.4
PPARG,C4054476,0.4
PPARGC1A,C0002736,0.85
PPARGC1A,C0006079,0.4
PPARGC1A,C0007222,0.8
PPARGC1A,C0011860,1.0
PPARGC1A,C0018801,0.9
PPARGC1A,C0018802,0.8
PPARGC1A,C0020179,0.9
PPARGC1A,C0022340,0.4
PPARGC1A,C0022797,0.4
PPARGC1A,C0024437,0.45
PPARGC1A,C0027051,0.7
PPARGC1A,C0027877,0.4
PPARGC1A,C0030567,0.95
PPARGC1A,C0036341,0.7
PPARGC1A,C0334463,0.4
PPARGC1A,C0400966,0.9
PPARGC1A,C0751383,0.4
PPARGC1A,C0752347,0.4
PPARGC1A,C1850451,0.4
PPARGC1A,C3241937,0.7
PPBP,C0020517,0.5
PPBP,C0020538,0.5
PPBP,C0024121,0.5
PPBP,C0279702,0.65
PPID,C0005586,0.55
PPP1R12A,C5394158,0.7
PPP1R1B,C0001973,0.55
PPP1R1B,C0005586,0.7
PPP1R1B,C0005587,0.45
PPP1R1B,C0007370,0.4
PPP1R1B,C0011570,0.65
PPP1R1B,C0011581,0.65
PPP1R1B,C0013384,0.65
PPP1R1B,C0024713,0.45
PPP1R1B,C0036341,0.8
PPP1R1B,C0236780,0.45
PPP2R2A,C0013990,0.4
PPP2R2A,C0033578,0.5
PPP2R2A,C0677776,0.4
PPP2R2A,C1257806,0.4
PPP3CA,C0008073,0.4
PPP3CA,C0019202,0.4
PPP3CA,C0030305,0.4
PPP3CA,C0033578,0.4
PPP3CA,C0036572,0.65
PPP3CA,C0039584,0.55
PPP3CA,C0149721,0.45
PPP3CA,C0152013,0.4
PPP3CA,C0270611,0.45
PPP3CA,C0543888,0.65
PPP3CA,C0677886,0.4
PPP3CA,C1335060,0.4
PPP3CA,C3714756,0.45
PPP3CA,C4540199,0.7
PPP3CA,C4748872,0.5
PPP3CA,C5680057,0.4
PPP3CA,C5680502,0.4
PPP3CA,C5780021,0.4
PRC1,C0017661,0.4
PRC1,C0346153,0.4
PRC1,C0678222,0.65
PRC1,C0919267,0.6
PRC1,C1458155,0.4
PRC1,C2239176,0.75
PRDM13,C0266468,0.5
PRDM13,C0730294,0.7
PRDM13,C0854723,0.5
PRDM13,C5676924,0.45
PRDM13,C5676999,0.45
PRDM2,C0005684,0.5
PRDM2,C0005695,0.4
PRDM2,C0040136,0.5
PRDM2,C0154536,0.4
PRDM2,C0333068,0.4
PRDX1,C0003949,0.4
PRDX1,C0007131,0.6
PRDX1,C0014859,0.65
PRDX1,C0022548,0.5
PRDX1,C0024121,0.65
PRDX1,C0029827,0.4
PRDX1,C0279626,0.6
PRDX1,C1848561,0.5
PRDX1,C2239176,0.75
PRDX1,C4693974,0.4
PRDX2,C0003949,0.5
PRDX2,C0007097,0.6
PRDX2,C0013080,0.6
PRDX2,C0014859,0.4
PRDX2,C0022548,0.4
PRDX2,C0023470,0.5
PRDX2,C0025202,0.65
PRDX2,C0027626,0.4
PRDX2,C0029463,0.6
PRDX2,C0033578,0.4
PRDX2,C0206639,0.4
PRDX2,C0553707,0.4
PRDX2,C1368683,0.4
PRDX2,C2239176,0.6
PRDX5,C0002171,0.4
PRDX5,C0006142,0.75
PRDX5,C0038356,0.4
PRDX6,C0011616,0.4
PRDX6,C0013080,0.5
PRDX6,C0024121,0.65
PRDX6,C0035222,0.55
PRDX6,C0036341,0.5
PRDX6,C0151744,0.4
PRDX6,C2239176,0.6
PREP,C0002622,0.6
PREP,C0002624,0.4
PREP,C0002625,0.4
PREP,C0038356,0.4
PREP,C0338831,0.6
PRF1,C0002874,0.65
PRF1,C0004352,0.4
PRF1,C0019624,0.45
PRF1,C0019693,0.85
PRF1,C0021400,0.75
PRF1,C0024305,0.75
PRF1,C0026769,0.9
PRF1,C0156147,0.45
PRF1,C0272199,0.9
PRF1,C0348890,0.4
PRF1,C0400966,0.55
PRF1,C1863727,1.0
PRF1,C3241937,0.55
PRF1,C3890737,0.4
PRF1,C4551514,0.4
PRF1,C4721532,0.6
PRF1,C4751597,0.4
PRKAA1,C0006142,0.7
PRKAA1,C0007102,0.65
PRKAA1,C0020179,0.7
PRKAA1,C0021655,0.55
PRKAA1,C0038356,0.4
PRKAA1,C0079487,0.4
PRKAA1,C0271650,0.4
PRKAA2,C0006142,0.85
PRKAA2,C0011860,1.0
PRKAA2,C0018800,0.4
PRKAA2,C0021655,1.0
PRKAA2,C0033141,0.4
PRKAA2,C0036529,0.4
PRKAA2,C0038454,0.6
PRKAA2,C0242698,0.4
PRKAA2,C0271183,0.4
PRKAA2,C0271650,0.8
PRKAA2,C0278701,0.4
PRKAA2,C0878544,0.75
PRKACA,C0001624,0.6
PRKACA,C0013903,0.5
PRKACA,C0018801,0.8
PRKACA,C0018802,0.8
PRKACA,C0206667,0.8
PRKACA,C0206698,0.65
PRKACA,C0280725,0.4
PRKACA,C0334287,0.85
PRKACA,C0400966,0.5
PRKACA,C1535926,0.5
PRKACA,C3241937,0.5
PRKACA,C4014425,0.6
PRKACA,C5436885,0.5
PRKAG2,C0007193,0.6
PRKAG2,C0007194,0.85
PRKAG2,C0017919,0.75
PRKAG2,C0018802,0.65
PRKAG2,C0020538,0.75
PRKAG2,C0038454,0.5
PRKAG2,C0042514,0.4
PRKAG2,C0043202,1.0
PRKAG2,C0149721,0.65
PRKAG2,C0221217,0.4
PRKAG2,C0392470,0.55
PRKAG2,C0878544,0.8
PRKAG2,C0949658,0.6
PRKAG2,C1833236,0.6
PRKAG2,C1836906,0.4
PRKAG2,C1849813,0.9
PRKAG2,C1956346,0.5
PRKAG2,C3495498,0.4
PRKAG2,C4016809,0.4
PRKAR1A,C0002170,0.4
PRKAR1A,C0010481,0.85
PRKAR1A,C0020456,0.4
PRKAR1A,C0021655,0.4
PRKAR1A,C0023487,0.7
PRKAR1A,C0026846,0.55
PRKAR1A,C0027672,0.55
PRKAR1A,C0027794,0.4
PRKAR1A,C0028754,0.6
PRKAR1A,C0206686,0.65
PRKAR1A,C0220659,0.95
PRKAR1A,C0342488,0.4
PRKAR1A,C0406810,1.0
PRKAR1A,C0701163,0.4
PRKAR1A,C1850635,0.45
PRKAR1A,C1854540,0.5
PRKAR1A,C1857777,0.4
PRKAR1A,C1864846,0.5
PRKAR1A,C2607929,0.95
PRKAR1A,C2931783,0.4
PRKAR1A,C2931787,0.4
PRKAR1A,C3276228,0.45
PRKAR1A,C4016392,0.4
PRKAR1A,C4748364,0.4
PRKCA,C0007193,0.85
PRKCA,C0017638,0.8
PRKCA,C0018800,0.45
PRKCA,C0021841,0.65
PRKCA,C0032617,0.55
PRKCA,C0033975,0.5
PRKCA,C0036337,0.5
PRKCA,C0036341,0.65
PRKCA,C0162283,0.55
PRKCA,C0206704,0.45
PRKCA,C0264423,0.4
PRKCA,C0349204,0.5
PRKCA,C0400966,0.55
PRKCA,C0555198,0.65
PRKCA,C0600139,0.8
PRKCA,C0919267,0.65
PRKCA,C1140680,0.65
PRKCA,C1299247,0.45
PRKCA,C1319315,0.65
PRKCA,C1322252,0.65
PRKCA,C1621958,0.75
PRKCA,C3241937,0.4
PRKCB,C0004352,0.65
PRKCB,C0007131,0.75
PRKCB,C0007193,0.55
PRKCB,C0009404,0.5
PRKCB,C0011860,0.75
PRKCB,C0018800,0.45
PRKCB,C0020456,0.8
PRKCB,C0023493,0.6
PRKCB,C0038356,0.4
PRKCB,C0041696,0.6
PRKCB,C1269683,0.6
PRKCB,C1319315,0.5
PRKCB,C1621958,0.5
PRKCB,C1843156,0.4
PRKCD,C0015695,0.45
PRKCD,C0015696,0.45
PRKCD,C0015967,0.4
PRKCD,C0020538,0.6
PRKCD,C0020672,0.4
PRKCD,C0021841,0.5
PRKCD,C0024141,0.75
PRKCD,C0235032,0.65
PRKCD,C0242422,0.4
PRKCD,C0400966,0.45
PRKCD,C3241937,0.4
PRKCD,C3809928,0.5
PRKCD,C4277682,0.4
PRKCD,C5925065,0.4
PRKCE,C0009402,0.4
PRKCE,C0009404,0.4
PRKCE,C0011881,0.65
PRKCE,C0020429,0.65
PRKCE,C0023903,0.4
PRKCE,C0027051,0.65
PRKCE,C0031117,0.4
PRKCE,C0033141,0.4
PRKCE,C0036529,0.4
PRKCE,C0151744,0.4
PRKCE,C0236969,0.4
PRKCE,C0242231,0.4
PRKCE,C0400966,0.65
PRKCE,C0878544,0.4
PRKCE,C1335029,0.4
PRKCE,C3241937,0.4
PRKCG,C0004138,0.6
PRKCG,C0007758,0.7
PRKCG,C0020429,0.4
PRKCG,C0025362,0.4
PRKCG,C0040997,0.4
PRKCG,C0087012,0.8
PRKCG,C1854369,1.0
PRKCG,C4087347,0.6
PRKCG,C4706415,0.4
PRKCI,C0004352,0.4
PRKCI,C0005586,0.65
PRKCI,C0011570,0.55
PRKCI,C0011581,0.55
PRKCI,C0278883,0.4
PRKCZ,C0005586,0.6
PRKCZ,C0009402,0.6
PRKCZ,C0018800,0.4
PRKCZ,C0020429,0.4
PRKCZ,C0023418,0.6
PRKCZ,C0033578,0.6
PRKCZ,C1319315,0.4
PRKCZ,C1510586,0.4
PRKCZ,C1839839,0.5
PRKCZ,C1842870,0.5
PRKD1,C0001418,0.6
PRKD1,C0009402,0.6
PRKD1,C0009404,0.4
PRKD1,C0018798,0.55
PRKD1,C0036095,0.6
PRKD1,C0085215,0.4
PRKD1,C0152021,0.65
PRKD1,C0264423,0.4
PRKD1,C0278883,0.4
PRKD1,C0279697,0.4
PRKD1,C0376358,0.75
PRKD1,C4022738,0.4
PRKD1,C4479250,0.7
PRKD3,C0043094,0.4
PRKD3,C1621958,0.65
PRKDC,C0001364,0.4
PRKDC,C0007137,0.65
PRKDC,C0010606,0.4
PRKDC,C0019151,0.4
PRKDC,C0024115,0.4
PRKDC,C0033578,0.4
PRKDC,C0149782,0.65
PRKDC,C0152013,0.65
PRKDC,C0278883,0.4
PRKDC,C0751688,0.4
PRKDC,C1319315,0.4
PRKDC,C2200127,0.4
PRKDC,C4014833,0.7
PRKDC,C4016698,0.4
PRKDC,C4274221,0.4
PRKDC,C4277682,0.4
PRKDC,C4551563,0.45
PRKG1,C0009782,0.4
PRKG1,C0020542,0.5
PRKG1,C0027796,0.4
PRKG1,C0036341,0.45
PRKG1,C0036920,0.4
PRKG1,C0154536,0.4
PRKG1,C0162872,0.6
PRKG1,C3809513,0.45
PRKG1,C4707243,0.5
PRL,C0001418,0.65
PRL,C0001430,0.85
PRL,C0002453,0.8
PRL,C0002871,0.6
PRL,C0004352,0.7
PRL,C0004782,0.4
PRL,C0007273,0.45
PRL,C0007370,0.65
PRL,C0008043,0.45
PRL,C0014175,0.85
PRL,C0015951,0.4
PRL,C0015967,0.4
PRL,C0018418,0.6
PRL,C0018801,0.65
PRL,C0018802,0.65
PRL,C0020514,1.0
PRL,C0020619,0.7
PRL,C0020635,0.65
PRL,C0020649,0.5
PRL,C0021122,0.55
PRL,C0021308,0.4
PRL,C0021361,0.75
PRL,C0023601,0.65
PRL,C0024141,0.75
PRL,C0025261,0.4
PRL,C0032019,0.85
PRL,C0032963,0.4
PRL,C0033375,1.0
PRL,C0034040,0.4
PRL,C0036341,0.8
PRL,C0221163,0.55
PRL,C0236736,0.4
PRL,C0242350,0.85
PRL,C0242422,0.65
PRL,C0334389,0.4
PRL,C0334410,0.4
PRL,C0346302,0.8
PRL,C0349231,0.5
PRL,C0428977,0.55
PRL,C0525045,0.7
PRL,C0549622,0.7
PRL,C1739363,0.65
PRL,C3665358,0.6
PRMT5,C0025149,0.6
PRMT5,C0026764,0.6
PRMT5,C0079744,0.6
PRMT5,C0206663,0.4
PRMT5,C1334410,0.4
PRMT5,C3539878,0.65
PRNP,C0002395,0.85
PRNP,C0011269,0.6
PRNP,C0011581,0.7
PRNP,C0017495,1.0
PRNP,C0019202,0.65
PRNP,C0020179,0.7
PRNP,C0022336,1.0
PRNP,C0022802,0.85
PRNP,C0026769,0.6
PRNP,C0027540,0.4
PRNP,C0033578,0.5
PRNP,C0036457,0.85
PRNP,C0038356,0.4
PRNP,C0162534,1.0
PRNP,C0206042,1.0
PRNP,C0349080,0.45
PRNP,C0525045,0.65
PRNP,C0751254,0.8
PRNP,C0751778,0.4
PRNP,C1510586,0.4
PRNP,C1847650,0.5
PRNP,C1855588,0.4
PRNP,C1864112,0.6
PRNP,C2362914,0.55
PRNP,C3805618,0.4
PRNP,C4016338,0.4
PRNP,C4303482,0.65
PRNP,C4518776,0.65
PRNP,C5679775,0.75
PROCR,C0010054,0.6
PROCR,C0010068,0.6
PROCR,C0021368,0.75
PROCR,C0151744,0.45
PROCR,C0206710,0.4
PROCR,C0264694,0.45
PROCR,C1368295,0.4
PROM1,C0007138,0.6
PROM1,C0009375,0.6
PROM1,C0009404,0.75
PROM1,C0017636,0.95
PROM1,C0029124,0.45
PROM1,C0035334,0.95
PROM1,C0041696,0.5
PROM1,C0042138,0.4
PROM1,C0271093,0.8
PROM1,C0271097,0.4
PROM1,C0278878,0.4
PROM1,C0280630,0.5
PROM1,C0334265,0.4
PROM1,C0339526,0.6
PROM1,C0339527,0.5
PROM1,C0730292,0.7
PROM1,C0730294,0.4
PROM1,C0854723,0.6
PROM1,C1269683,0.5
PROM1,C1514422,0.4
PROM1,C1863534,0.7
PROM1,C2675210,0.6
PROM1,C2677516,0.55
PROM1,C2931258,0.4
PROM1,C3489532,0.75
PROM1,C4085590,0.85
PROM1,C4749334,0.7
PROM1,C5681367,0.4
PRRT2,C0025362,0.7
PRRT2,C0036572,0.9
PRRT2,C0270862,0.75
PRRT2,C0424295,0.6
PRRT2,C0477360,0.5
PRRT2,C0557874,0.4
PRRT2,C0751057,0.45
PRRT2,C1719382,0.5
PRRT2,C1842534,0.6
PRRT2,C1853995,0.6
PRRT2,C1865926,0.9
PRRT2,C1868682,1.0
PRRT2,C1869117,0.6
PRRT2,C3161330,0.4
PRRT2,C3502809,0.5
PRRT2,C4552000,1.0
PRRT2,C5575231,0.75
PRSS1,C0009402,0.6
PRSS1,C0027070,0.4
PRSS1,C0030305,1.0
PRSS1,C0149521,0.95
PRSS1,C0238339,1.0
PRSS1,C0268417,0.4
PRSS1,C0342646,0.4
PRSS1,C4551632,0.65
PRSS8,C0015929,0.4
PRSS8,C0029574,0.4
PRSS8,C0032045,0.4
PRSS8,C0032962,0.4
PRSS8,C0033578,0.45
PRSS8,C0037274,0.55
PRSS8,C0037277,0.4
PRSS8,C0086468,0.4
PRSS8,C0151864,0.4
PRSS8,C1335423,0.4
PRSS8,C1845026,0.4
PRSS8,C1866558,0.4
PSEN1,C0002395,1.0
PSEN1,C0002726,0.75
PSEN1,C0004045,0.4
PSEN1,C0007193,0.9
PSEN1,C0011570,0.75
PSEN1,C0011581,0.8
PSEN1,C0017639,0.45
PSEN1,C0018801,0.7
PSEN1,C0023186,0.4
PSEN1,C0025261,0.4
PSEN1,C0027746,0.75
PSEN1,C0029227,0.4
PSEN1,C0033141,0.4
PSEN1,C0036529,0.4
PSEN1,C0037771,0.75
PSEN1,C0038002,0.55
PSEN1,C0162836,0.7
PSEN1,C0206247,0.4
PSEN1,C0233762,0.4
PSEN1,C0233763,0.4
PSEN1,C0234985,0.8
PSEN1,C0236642,0.8
PSEN1,C0276496,0.9
PSEN1,C0338451,0.85
PSEN1,C0338462,0.45
PSEN1,C0497327,0.9
PSEN1,C0497552,0.4
PSEN1,C0520716,0.45
PSEN1,C0524851,0.75
PSEN1,C0751265,0.4
PSEN1,C0751706,0.4
PSEN1,C0878544,0.65
PSEN1,C1285162,0.65
PSEN1,C1843013,0.85
PSEN1,C1843014,0.4
PSEN1,C1843015,0.4
PSEN1,C1847200,0.4
PSEN1,C2936349,0.75
PSEN1,C3151038,0.4
PSEN1,C3160720,0.6
PSEN1,C3697680,0.4
PSEN1,C4011788,0.4
PSEN1,C4015780,0.4
PSEN1,C4015781,0.4
PSEN1,C4015782,0.6
PSEN1,C4551861,0.4
PSEN1,C5679590,0.4
PSEN1,C5779573,0.4
PSMB1,C0031117,0.5
PSMB1,C0157946,0.4
PSMB1,C0948089,0.4
PSMB1,C1335029,0.4
PSMB1,C5774216,0.5
PSMD3,C0019693,0.4
PSMD3,C4023190,0.4
PSME1,C0007097,0.5
PSME1,C0019693,0.5
PSME1,C0279626,0.5
PSME1,C0553707,0.4
PSME1,C1368683,0.4
PTAFR,C0032460,0.5
PTAFR,C0156147,0.4
PTCH1,C0004779,1.0
PTCH1,C0006118,0.65
PTCH1,C0007137,0.85
PTCH1,C0008924,0.55
PTCH1,C0008925,0.65
PTCH1,C0010276,0.5
PTCH1,C0010278,0.4
PTCH1,C0019693,0.4
PTCH1,C0020256,0.5
PTCH1,C0023467,0.5
PTCH1,C0024623,0.65
PTCH1,C0025149,1.0
PTCH1,C0027092,0.4
PTCH1,C0027672,0.4
PTCH1,C0027819,0.7
PTCH1,C0030297,0.55
PTCH1,C0034013,0.45
PTCH1,C0035335,0.5
PTCH1,C0035412,0.9
PTCH1,C0037286,0.75
PTCH1,C0038356,0.65
PTCH1,C0041408,0.4
PTCH1,C0042133,0.6
PTCH1,C0079541,0.8
PTCH1,C0086543,0.6
PTCH1,C0149782,0.5
PTCH1,C0152013,0.7
PTCH1,C0152021,0.4
PTCH1,C0153421,0.45
PTCH1,C0153422,0.45
PTCH1,C0153423,0.45
PTCH1,C0153458,0.45
PTCH1,C0153459,0.45
PTCH1,C0153460,0.45
PTCH1,C0153463,0.45
PTCH1,C0158651,0.4
PTCH1,C0206660,0.4
PTCH1,C0206663,0.8
PTCH1,C0206710,0.65
PTCH1,C0220697,0.4
PTCH1,C0238198,0.65
PTCH1,C0265341,0.4
PTCH1,C0344559,0.4
PTCH1,C0376634,0.55
PTCH1,C0431362,0.45
PTCH1,C0431363,0.45
PTCH1,C0677776,0.4
PTCH1,C0678222,0.75
PTCH1,C0751617,0.45
PTCH1,C1140680,0.6
PTCH1,C1266005,0.55
PTCH1,C1334410,0.5
PTCH1,C1335060,0.45
PTCH1,C1368295,0.5
PTCH1,C1708350,0.4
PTCH1,C1834038,0.5
PTCH1,C1835820,0.7
PTCH1,C1836996,0.4
PTCH1,C1849265,0.5
PTCH1,C1868114,0.4
PTCH1,C2243051,0.65
PTCH1,C2751544,0.45
PTCH1,C3711390,0.4
PTCH1,C3714756,0.55
PTCH1,C3838465,0.4
PTCH1,C3888239,0.6
PTCH1,C4049796,0.45
PTCH1,C4053775,0.4
PTCH1,C4540040,0.4
PTCH1,C5393309,0.45
PTCH1,C5396362,0.5
PTCH1,C5679777,0.4
PTCH1,C5680330,0.4
PTEN,C0001418,0.85
PTEN,C0004096,0.75
PTEN,C0004352,0.9
PTEN,C0005684,0.85
PTEN,C0005695,0.8
PTEN,C0006142,1.0
PTEN,C0007097,1.0
PTEN,C0007131,1.0
PTEN,C0007134,0.95
PTEN,C0008073,0.6
PTEN,C0010606,0.55
PTEN,C0014170,0.9
PTEN,C0014173,0.85
PTEN,C0014859,0.9
PTEN,C0015695,0.8
PTEN,C0015696,0.6
PTEN,C0017636,1.0
PTEN,C0017638,1.0
PTEN,C0018553,1.0
PTEN,C0018916,0.7
PTEN,C0020538,0.65
PTEN,C0020564,0.75
PTEN,C0021655,0.8
PTEN,C0023418,0.75
PTEN,C0023462,0.6
PTEN,C0023798,0.8
PTEN,C0023801,0.65
PTEN,C0023890,0.55
PTEN,C0024121,0.85
PTEN,C0024299,0.9
PTEN,C0024623,0.9
PTEN,C0025202,1.0
PTEN,C0025286,0.8
PTEN,C0025362,0.65
PTEN,C0027672,0.75
PTEN,C0030297,0.8
PTEN,C0033578,0.95
PTEN,C0035412,0.75
PTEN,C0036572,0.8
PTEN,C0036920,0.6
PTEN,C0037116,0.65
PTEN,C0037277,0.6
PTEN,C0079744,0.75
PTEN,C0085261,0.75
PTEN,C0149678,0.65
PTEN,C0149782,0.6
PTEN,C0149925,0.85
PTEN,C0152013,0.75
PTEN,C0154088,0.55
PTEN,C0206631,0.5
PTEN,C0206669,0.65
PTEN,C0206698,0.9
PTEN,C0206727,0.6
PTEN,C0265326,1.0
PTEN,C0280302,0.5
PTEN,C0280313,0.6
PTEN,C0280321,0.5
PTEN,C0280324,0.7
PTEN,C0346153,0.75
PTEN,C0349579,0.75
PTEN,C0376358,1.0
PTEN,C0391826,1.0
PTEN,C0400966,0.75
PTEN,C0431391,0.65
PTEN,C0476089,0.95
PTEN,C0497552,0.65
PTEN,C0555198,0.85
PTEN,C0557874,0.75
PTEN,C0585362,0.75
PTEN,C0598798,0.6
PTEN,C0677776,0.6
PTEN,C0678222,0.9
PTEN,C0856975,0.8
PTEN,C0919267,1.0
PTEN,C1140680,0.9
PTEN,C1168401,0.95
PTEN,C1176475,0.65
PTEN,C1333600,0.6
PTEN,C1333989,0.55
PTEN,C1336076,0.65
PTEN,C1368683,0.65
PTEN,C1458155,1.0
PTEN,C1510586,1.0
PTEN,C1516855,0.5
PTEN,C1535926,0.75
PTEN,C1848395,0.55
PTEN,C1848599,0.5
PTEN,C1854416,0.7
PTEN,C1866398,0.8
PTEN,C1959582,1.0
PTEN,C2239176,1.0
PTEN,C2243051,0.8
PTEN,C2931456,0.65
PTEN,C2985219,0.6
PTEN,C3241937,0.75
PTEN,C3272802,0.8
PTEN,C3714756,0.7
PTEN,C4022738,0.55
PTEN,C4049796,0.5
PTEN,C4706610,0.65
PTGDS,C0005586,0.6
PTGDS,C0007273,0.45
PTGER2,C0014175,0.65
PTGER2,C0021359,0.65
PTGER2,C0549622,0.4
PTGER2,C1859648,0.45
PTGER2,C1876174,0.4
PTGER3,C0013182,0.4
PTGER3,C0030804,0.4
PTGER3,C0032460,0.4
PTGER3,C0036341,0.5
PTGER3,C0038325,0.65
PTGER3,C0040053,0.4
PTGER3,C0087086,0.55
PTGER3,C0157721,0.4
PTGER3,C1963943,0.4
PTGER4,C0003850,0.45
PTGER4,C0009324,0.65
PTGER4,C0014175,0.65
PTGER4,C0021368,0.65
PTGER4,C0024299,0.4
PTGER4,C0029513,0.4
