protein,relation,pathway
PLA2G2A,associatedWith,R-HSA-1482788
PLA2G2D,associatedWith,R-HSA-1482788
PLA2G2E,associatedWith,R-HSA-1482788
PLA2G2F,associatedWith,R-HSA-1482788
PLA2G3,associatedWith,R-HSA-1482788
PLA2G4A,associatedWith,R-HSA-1482788
PLA2G4B,associatedWith,R-HSA-1482788
PLA2G4C,associatedWith,R-HSA-1482788
PLA2G4D,associatedWith,R-HSA-1482788
PLA2G4E,associatedWith,R-HSA-1482788
PLA2G4F,associatedWith,R-HSA-1482788
PLA2G5,associatedWith,R-HSA-1482788
PLA2G6,associatedWith,R-HSA-1482788
PLA2R1,associatedWith,R-HSA-1482788
PLAAT3,associatedWith,R-HSA-1482788
PLB1,associatedWith,R-HSA-1482788
PLBD1,associatedWith,R-HSA-1482788
PNPLA8,associatedWith,R-HSA-1482788
TMEM86B,associatedWith,R-HSA-1482788
HADHA,associatedWith,R-HSA-1482798
HADHB,associatedWith,R-HSA-1482798
LCLAT1,associatedWith,R-HSA-1482798
PLA2G4A,associatedWith,R-HSA-1482798
PLA2G6,associatedWith,R-HSA-1482798
TAZ,associatedWith,R-HSA-1482798
LPCAT3,associatedWith,R-HSA-1482801
LPCAT4,associatedWith,R-HSA-1482801
MBOAT1,associatedWith,R-HSA-1482801
OSBPL10,associatedWith,R-HSA-1482801
OSBPL5,associatedWith,R-HSA-1482801
OSBPL8,associatedWith,R-HSA-1482801
PLA1A,associatedWith,R-HSA-1482801
PLA2G10,associatedWith,R-HSA-1482801
PLA2G12A,associatedWith,R-HSA-1482801
PLA2G1B,associatedWith,R-HSA-1482801
PLA2G2A,associatedWith,R-HSA-1482801
PLA2G2D,associatedWith,R-HSA-1482801
PLA2G2E,associatedWith,R-HSA-1482801
PLA2G2F,associatedWith,R-HSA-1482801
PLA2G4A,associatedWith,R-HSA-1482801
PLA2G4B,associatedWith,R-HSA-1482801
PLA2G4D,associatedWith,R-HSA-1482801
PLA2G4E,associatedWith,R-HSA-1482801
PLA2G4F,associatedWith,R-HSA-1482801
PLA2G5,associatedWith,R-HSA-1482801
PLA2R1,associatedWith,R-HSA-1482801
PLAAT3,associatedWith,R-HSA-1482801
ABHD4,associatedWith,R-HSA-1482839
LPCAT3,associatedWith,R-HSA-1482839
LPCAT4,associatedWith,R-HSA-1482839
MBOAT1,associatedWith,R-HSA-1482839
MBOAT2,associatedWith,R-HSA-1482839
PLA2G10,associatedWith,R-HSA-1482839
PLA2G12A,associatedWith,R-HSA-1482839
PLA2G1B,associatedWith,R-HSA-1482839
PLA2G2A,associatedWith,R-HSA-1482839
PLA2G2D,associatedWith,R-HSA-1482839
PLA2G2E,associatedWith,R-HSA-1482839
PLA2G2F,associatedWith,R-HSA-1482839
PLA2G3,associatedWith,R-HSA-1482839
PLA2G4A,associatedWith,R-HSA-1482839
PLA2G4B,associatedWith,R-HSA-1482839
PLA2G4C,associatedWith,R-HSA-1482839
PLA2G4D,associatedWith,R-HSA-1482839
PLA2G4E,associatedWith,R-HSA-1482839
PLA2G4F,associatedWith,R-HSA-1482839
PLA2G5,associatedWith,R-HSA-1482839
PLA2G6,associatedWith,R-HSA-1482839
PLA2R1,associatedWith,R-HSA-1482839
PLAAT1,associatedWith,R-HSA-1482839
PLAAT2,associatedWith,R-HSA-1482839
PLAAT3,associatedWith,R-HSA-1482839
PLAAT4,associatedWith,R-HSA-1482839
PLAAT5,associatedWith,R-HSA-1482839
PLBD1,associatedWith,R-HSA-1482839
PNPLA8,associatedWith,R-HSA-1482839
AWAT2,associatedWith,R-HSA-1482883
DGAT1,associatedWith,R-HSA-1482883
DGAT2,associatedWith,R-HSA-1482883
DGAT2L6,associatedWith,R-HSA-1482883
DGAT2L7P,associatedWith,R-HSA-1482883
MGLL,associatedWith,R-HSA-1482883
PNPLA2,associatedWith,R-HSA-1482883
PNPLA3,associatedWith,R-HSA-1482883
MBOAT7,associatedWith,R-HSA-1482922
PLA2G10,associatedWith,R-HSA-1482922
PLA2G12A,associatedWith,R-HSA-1482922
PLA2G1B,associatedWith,R-HSA-1482922
PLA2G2A,associatedWith,R-HSA-1482922
PLA2G2D,associatedWith,R-HSA-1482922
PLA2G2E,associatedWith,R-HSA-1482922
PLA2G2F,associatedWith,R-HSA-1482922
PLA2G4A,associatedWith,R-HSA-1482922
PLA2G4C,associatedWith,R-HSA-1482922
PLA2G4D,associatedWith,R-HSA-1482922
PLA2G4E,associatedWith,R-HSA-1482922
PLA2G4F,associatedWith,R-HSA-1482922
PLA2G5,associatedWith,R-HSA-1482922
PLA2R1,associatedWith,R-HSA-1482922
PLAAT3,associatedWith,R-HSA-1482922
PLBD1,associatedWith,R-HSA-1482922
CRLS1,associatedWith,R-HSA-1482925
LPCAT1,associatedWith,R-HSA-1482925
LPCAT4,associatedWith,R-HSA-1482925
LPGAT1,associatedWith,R-HSA-1482925
PLA2G10,associatedWith,R-HSA-1482925
PLA2G12A,associatedWith,R-HSA-1482925
PLA2G1B,associatedWith,R-HSA-1482925
PLA2G2A,associatedWith,R-HSA-1482925
PLA2G2D,associatedWith,R-HSA-1482925
PLA2G2E,associatedWith,R-HSA-1482925
PLA2G2F,associatedWith,R-HSA-1482925
PLA2G3,associatedWith,R-HSA-1482925
PLA2G4A,associatedWith,R-HSA-1482925
PLA2G4B,associatedWith,R-HSA-1482925
PLA2G4D,associatedWith,R-HSA-1482925
PLA2G4F,associatedWith,R-HSA-1482925
PLA2G5,associatedWith,R-HSA-1482925
PLA2R1,associatedWith,R-HSA-1482925
CRLS1,associatedWith,R-HSA-1483076
PTDSS1,associatedWith,R-HSA-1483101
PTDSS2,associatedWith,R-HSA-1483101
GPCPD1,associatedWith,R-HSA-1483115
PLA2G15,associatedWith,R-HSA-1483115
PLA2G4A,associatedWith,R-HSA-1483115
PLA2G4B,associatedWith,R-HSA-1483115
PLA2G4C,associatedWith,R-HSA-1483115
PLA2G4D,associatedWith,R-HSA-1483115
PLA2G4E,associatedWith,R-HSA-1483115
PLA2G4F,associatedWith,R-HSA-1483115
PLBD1,associatedWith,R-HSA-1483115
CDS2,associatedWith,R-HSA-1483148
PGS1,associatedWith,R-HSA-1483148
PLD1,associatedWith,R-HSA-1483148
PLD2,associatedWith,R-HSA-1483148
PLD3,associatedWith,R-HSA-1483148
PLD4,associatedWith,R-HSA-1483148
PLD6,associatedWith,R-HSA-1483148
PTPMT1,associatedWith,R-HSA-1483148
GPCPD1,associatedWith,R-HSA-1483152
PLA2G4C,associatedWith,R-HSA-1483152
ACP6,associatedWith,R-HSA-1483166
AGPAT1,associatedWith,R-HSA-1483166
AGPAT2,associatedWith,R-HSA-1483166
AGPAT3,associatedWith,R-HSA-1483166
AGPAT4,associatedWith,R-HSA-1483166
AGPAT5,associatedWith,R-HSA-1483166
ALPI,associatedWith,R-HSA-1483166
DDHD1,associatedWith,R-HSA-1483166
DDHD2,associatedWith,R-HSA-1483166
GNPAT,associatedWith,R-HSA-1483166
GPAM,associatedWith,R-HSA-1483166
GPAT2,associatedWith,R-HSA-1483166
GPAT3,associatedWith,R-HSA-1483166
GPAT4,associatedWith,R-HSA-1483166
GPD1,associatedWith,R-HSA-1483166
GPD1L,associatedWith,R-HSA-1483166
GPD2,associatedWith,R-HSA-1483166
LCLAT1,associatedWith,R-HSA-1483166
LIPH,associatedWith,R-HSA-1483166
LIPI,associatedWith,R-HSA-1483166
LPCAT1,associatedWith,R-HSA-1483166
LPCAT4,associatedWith,R-HSA-1483166
MIGA1,associatedWith,R-HSA-1483166
MIGA2,associatedWith,R-HSA-1483166
PLA2G10,associatedWith,R-HSA-1483166
PLA2G12A,associatedWith,R-HSA-1483166
PLA2G1B,associatedWith,R-HSA-1483166
PLA2G2A,associatedWith,R-HSA-1483166
PLA2G2D,associatedWith,R-HSA-1483166
PLA2G2E,associatedWith,R-HSA-1483166
PLA2G2F,associatedWith,R-HSA-1483166
PLA2G4A,associatedWith,R-HSA-1483166
PLA2G4B,associatedWith,R-HSA-1483166
PLA2G4D,associatedWith,R-HSA-1483166
PLA2G5,associatedWith,R-HSA-1483166
PLA2R1,associatedWith,R-HSA-1483166
PLD1,associatedWith,R-HSA-1483166
PLD2,associatedWith,R-HSA-1483166
PLD6,associatedWith,R-HSA-1483166
ABHD3,associatedWith,R-HSA-1483191
ACHE,associatedWith,R-HSA-1483191
BCHE,associatedWith,R-HSA-1483191
CEPT1,associatedWith,R-HSA-1483191
CHAT,associatedWith,R-HSA-1483191
CHKA,associatedWith,R-HSA-1483191
CHKB,associatedWith,R-HSA-1483191
CHPT1,associatedWith,R-HSA-1483191
CSNK2A1,associatedWith,R-HSA-1483191
CSNK2A2,associatedWith,R-HSA-1483191
CSNK2B,associatedWith,R-HSA-1483191
LPCAT1,associatedWith,R-HSA-1483191
LPIN1,associatedWith,R-HSA-1483191
LPIN2,associatedWith,R-HSA-1483191
LPIN3,associatedWith,R-HSA-1483191
MFSD2A,associatedWith,R-HSA-1483191
PCTP,associatedWith,R-HSA-1483191
PCYT1A,associatedWith,R-HSA-1483191
PCYT1B,associatedWith,R-HSA-1483191
PEMT,associatedWith,R-HSA-1483191
PHOSPHO1,associatedWith,R-HSA-1483191
SLC44A1,associatedWith,R-HSA-1483191
SLC44A2,associatedWith,R-HSA-1483191
SLC44A3,associatedWith,R-HSA-1483191
SLC44A4,associatedWith,R-HSA-1483191
SLC44A5,associatedWith,R-HSA-1483191
STARD10,associatedWith,R-HSA-1483191
STARD7,associatedWith,R-HSA-1483191
PITPNB,associatedWith,R-HSA-1483196
AGK,associatedWith,R-HSA-1483206
CPNE1,associatedWith,R-HSA-1483206
CPNE3,associatedWith,R-HSA-1483206
CPNE6,associatedWith,R-HSA-1483206
CPNE7,associatedWith,R-HSA-1483206
CEPT1,associatedWith,R-HSA-1483213
CHKA,associatedWith,R-HSA-1483213
CHKB,associatedWith,R-HSA-1483213
ETNK1,associatedWith,R-HSA-1483213
ETNK2,associatedWith,R-HSA-1483213
ETNPPL,associatedWith,R-HSA-1483213
LPIN1,associatedWith,R-HSA-1483213
LPIN2,associatedWith,R-HSA-1483213
LPIN3,associatedWith,R-HSA-1483213
PCYT2,associatedWith,R-HSA-1483213
PHOSPHO1,associatedWith,R-HSA-1483213
PISD,associatedWith,R-HSA-1483213
SELENOI,associatedWith,R-HSA-1483213
CDIPT,associatedWith,R-HSA-1483226
CDS1,associatedWith,R-HSA-1483226
PITPNM1,associatedWith,R-HSA-1483226
PITPNM2,associatedWith,R-HSA-1483226
PITPNM3,associatedWith,R-HSA-1483226
MTMR2,associatedWith,R-HSA-1483248
PI4K2B,associatedWith,R-HSA-1483248
PI4KA,associatedWith,R-HSA-1483248
SACM1L,associatedWith,R-HSA-1483248
SBF1,associatedWith,R-HSA-1483248
TNFAIP8,associatedWith,R-HSA-1483255
TNFAIP8L1,associatedWith,R-HSA-1483255
TNFAIP8L2,associatedWith,R-HSA-1483255
TNFAIP8L3,associatedWith,R-HSA-1483255
AHCYL1,associatedWith,R-HSA-1489509
ITPR1,associatedWith,R-HSA-1489509
ITPR2,associatedWith,R-HSA-1489509
ITPR3,associatedWith,R-HSA-1489509
PLCG1,associatedWith,R-HSA-1489509
PRKCD,associatedWith,R-HSA-1489509
PRKCE,associatedWith,R-HSA-1489509
ACVR1B,associatedWith,R-HSA-1502540
ACVR1C,associatedWith,R-HSA-1502540
ACVR2A,associatedWith,R-HSA-1502540
ACVR2B,associatedWith,R-HSA-1502540
DRAP1,associatedWith,R-HSA-1502540
FOXH1,associatedWith,R-HSA-1502540
INHBA,associatedWith,R-HSA-1502540
INHBB,associatedWith,R-HSA-1502540
SMAD2,associatedWith,R-HSA-1502540
SMAD3,associatedWith,R-HSA-1502540
SMAD4,associatedWith,R-HSA-1502540
CCNA1,associatedWith,R-HSA-1538133
CCNA2,associatedWith,R-HSA-1538133
CCNE1,associatedWith,R-HSA-1538133
CCNE2,associatedWith,R-HSA-1538133
CDK2,associatedWith,R-HSA-1538133
DYRK1A,associatedWith,R-HSA-1538133
E2F4,associatedWith,R-HSA-1538133
E2F5,associatedWith,R-HSA-1538133
HDAC1,associatedWith,R-HSA-1538133
LIN37,associatedWith,R-HSA-1538133
LIN52,associatedWith,R-HSA-1538133
LIN54,associatedWith,R-HSA-1538133
LIN9,associatedWith,R-HSA-1538133
RBBP4,associatedWith,R-HSA-1538133
RBL1,associatedWith,R-HSA-1538133
RBL2,associatedWith,R-HSA-1538133
TFDP1,associatedWith,R-HSA-1538133
TFDP2,associatedWith,R-HSA-1538133
AHCY,associatedWith,R-HSA-156581
AS3MT,associatedWith,R-HSA-156581
COMT,associatedWith,R-HSA-156581
CYP1A2,associatedWith,R-HSA-156581
GSTO1,associatedWith,R-HSA-156581
MAT1A,associatedWith,R-HSA-156581
MAT2A,associatedWith,R-HSA-156581
MAT2B,associatedWith,R-HSA-156581
MTR,associatedWith,R-HSA-156581
MTRR,associatedWith,R-HSA-156581
N6AMT1,associatedWith,R-HSA-156581
NNMT,associatedWith,R-HSA-156581
TPMT,associatedWith,R-HSA-156581
TRMT112,associatedWith,R-HSA-156581
NAT1,associatedWith,R-HSA-156582
NAT2,associatedWith,R-HSA-156582
ABHD14B,associatedWith,R-HSA-156584
BPNT1,associatedWith,R-HSA-156584
IMPAD1,associatedWith,R-HSA-156584
PODXL2,associatedWith,R-HSA-156584
SULT1A1,associatedWith,R-HSA-156584
SULT1A2,associatedWith,R-HSA-156584
SULT1A3,associatedWith,R-HSA-156584
SULT1A4,associatedWith,R-HSA-156584
SULT1B1,associatedWith,R-HSA-156584
SULT1C2,associatedWith,R-HSA-156584
SULT1C4,associatedWith,R-HSA-156584
SULT1E1,associatedWith,R-HSA-156584
SULT2A1,associatedWith,R-HSA-156584
SULT2B1,associatedWith,R-HSA-156584
SULT4A1,associatedWith,R-HSA-156584
SULT6B1,associatedWith,R-HSA-156584
TPST1,associatedWith,R-HSA-156584
TPST2,associatedWith,R-HSA-156584
ABHD10,associatedWith,R-HSA-156588
UGT1A1,associatedWith,R-HSA-156588
UGT1A10,associatedWith,R-HSA-156588
UGT1A3,associatedWith,R-HSA-156588
UGT1A4,associatedWith,R-HSA-156588
UGT1A5,associatedWith,R-HSA-156588
UGT1A6,associatedWith,R-HSA-156588
UGT1A7,associatedWith,R-HSA-156588
UGT1A8,associatedWith,R-HSA-156588
UGT1A9,associatedWith,R-HSA-156588
UGT2A1,associatedWith,R-HSA-156588
UGT2A2,associatedWith,R-HSA-156588
UGT2A3,associatedWith,R-HSA-156588
UGT2B10,associatedWith,R-HSA-156588
UGT2B11,associatedWith,R-HSA-156588
UGT2B15,associatedWith,R-HSA-156588
UGT2B17,associatedWith,R-HSA-156588
UGT2B28,associatedWith,R-HSA-156588
UGT2B4,associatedWith,R-HSA-156588
UGT2B7,associatedWith,R-HSA-156588
UGT3A1,associatedWith,R-HSA-156588
UGT3A2,associatedWith,R-HSA-156588
AKR1A1,associatedWith,R-HSA-156590
ESD,associatedWith,R-HSA-156590
GSTA1,associatedWith,R-HSA-156590
GSTA2,associatedWith,R-HSA-156590
GSTA3,associatedWith,R-HSA-156590
GSTA4,associatedWith,R-HSA-156590
GSTA5,associatedWith,R-HSA-156590
GSTK1,associatedWith,R-HSA-156590
GSTM1,associatedWith,R-HSA-156590
GSTM2,associatedWith,R-HSA-156590
GSTM3,associatedWith,R-HSA-156590
GSTM4,associatedWith,R-HSA-156590
GSTM5,associatedWith,R-HSA-156590
GSTO1,associatedWith,R-HSA-156590
GSTO2,associatedWith,R-HSA-156590
GSTP1,associatedWith,R-HSA-156590
GSTT1,associatedWith,R-HSA-156590
GSTT2,associatedWith,R-HSA-156590
GSTT2B,associatedWith,R-HSA-156590
GSTZ1,associatedWith,R-HSA-156590
HPGDS,associatedWith,R-HSA-156590
MGST1,associatedWith,R-HSA-156590
MGST2,associatedWith,R-HSA-156590
MGST3,associatedWith,R-HSA-156590
ELN,associatedWith,R-HSA-1566948
FBLN5,associatedWith,R-HSA-1566948
FBN1,associatedWith,R-HSA-1566948
FBN2,associatedWith,R-HSA-1566948
FBN3,associatedWith,R-HSA-1566948
FURIN,associatedWith,R-HSA-1566948
ITGA5,associatedWith,R-HSA-1566948
ITGAV,associatedWith,R-HSA-1566948
ITGB1,associatedWith,R-HSA-1566948
ITGB3,associatedWith,R-HSA-1566948
ITGB6,associatedWith,R-HSA-1566948
LOX,associatedWith,R-HSA-1566948
LOXL1,associatedWith,R-HSA-1566948
LOXL2,associatedWith,R-HSA-1566948
LOXL3,associatedWith,R-HSA-1566948
LOXL4,associatedWith,R-HSA-1566948
MFAP2,associatedWith,R-HSA-1566948
MFAP5,associatedWith,R-HSA-1566948
CEACAM1,associatedWith,R-HSA-1566977
CEACAM6,associatedWith,R-HSA-1566977
CEACAM8,associatedWith,R-HSA-1566977
FN1,associatedWith,R-HSA-1566977
ITGA5,associatedWith,R-HSA-1566977
ITGB1,associatedWith,R-HSA-1566977
CCNB1,associatedWith,R-HSA-156711
CCNB2,associatedWith,R-HSA-156711
CDC25A,associatedWith,R-HSA-156711
CDC25C,associatedWith,R-HSA-156711
CENPF,associatedWith,R-HSA-156711
EP300,associatedWith,R-HSA-156711
FOXM1,associatedWith,R-HSA-156711
LIN37,associatedWith,R-HSA-156711
LIN52,associatedWith,R-HSA-156711
LIN54,associatedWith,R-HSA-156711
LIN9,associatedWith,R-HSA-156711
MYBL2,associatedWith,R-HSA-156711
PKMYT1,associatedWith,R-HSA-156711
PLK1,associatedWith,R-HSA-156711
RBBP4,associatedWith,R-HSA-156711
WEE1,associatedWith,R-HSA-156711
CP,associatedWith,R-HSA-156827
EIF1AX,associatedWith,R-HSA-156827
EIF2S1,associatedWith,R-HSA-156827
EIF2S2,associatedWith,R-HSA-156827
EIF2S3,associatedWith,R-HSA-156827
EIF3A,associatedWith,R-HSA-156827
EIF3B,associatedWith,R-HSA-156827
EIF3C,associatedWith,R-HSA-156827
EIF3D,associatedWith,R-HSA-156827
EIF3E,associatedWith,R-HSA-156827
EIF3F,associatedWith,R-HSA-156827
EIF3G,associatedWith,R-HSA-156827
EIF3H,associatedWith,R-HSA-156827
EIF3I,associatedWith,R-HSA-156827
EIF3J,associatedWith,R-HSA-156827
EIF3K,associatedWith,R-HSA-156827
EIF3L,associatedWith,R-HSA-156827
EIF3M,associatedWith,R-HSA-156827
EIF4A1,associatedWith,R-HSA-156827
EIF4A2,associatedWith,R-HSA-156827
EIF4B,associatedWith,R-HSA-156827
EIF4E,associatedWith,R-HSA-156827
EIF4G1,associatedWith,R-HSA-156827
EIF4H,associatedWith,R-HSA-156827
FAU,associatedWith,R-HSA-156827
PABPC1,associatedWith,R-HSA-156827
RPL10,associatedWith,R-HSA-156827
RPL10A,associatedWith,R-HSA-156827
RPL10L,associatedWith,R-HSA-156827
RPL11,associatedWith,R-HSA-156827
RPL12,associatedWith,R-HSA-156827
RPL13,associatedWith,R-HSA-156827
RPL13A,associatedWith,R-HSA-156827
RPL14,associatedWith,R-HSA-156827
RPL15,associatedWith,R-HSA-156827
RPL17,associatedWith,R-HSA-156827
RPL18,associatedWith,R-HSA-156827
RPL18A,associatedWith,R-HSA-156827
RPL19,associatedWith,R-HSA-156827
RPL21,associatedWith,R-HSA-156827
RPL22,associatedWith,R-HSA-156827
RPL22L1,associatedWith,R-HSA-156827
RPL23,associatedWith,R-HSA-156827
RPL23A,associatedWith,R-HSA-156827
RPL24,associatedWith,R-HSA-156827
RPL26,associatedWith,R-HSA-156827
RPL26L1,associatedWith,R-HSA-156827
RPL27,associatedWith,R-HSA-156827
RPL27A,associatedWith,R-HSA-156827
RPL28,associatedWith,R-HSA-156827
RPL29,associatedWith,R-HSA-156827
RPL3,associatedWith,R-HSA-156827
RPL30,associatedWith,R-HSA-156827
RPL31,associatedWith,R-HSA-156827
RPL32,associatedWith,R-HSA-156827
RPL34,associatedWith,R-HSA-156827
RPL35,associatedWith,R-HSA-156827
RPL35A,associatedWith,R-HSA-156827
RPL36,associatedWith,R-HSA-156827
RPL36A,associatedWith,R-HSA-156827
RPL36AL,associatedWith,R-HSA-156827
RPL37,associatedWith,R-HSA-156827
RPL37A,associatedWith,R-HSA-156827
RPL38,associatedWith,R-HSA-156827
RPL39,associatedWith,R-HSA-156827
RPL39L,associatedWith,R-HSA-156827
RPL3L,associatedWith,R-HSA-156827
RPL4,associatedWith,R-HSA-156827
RPL41,associatedWith,R-HSA-156827
RPL5,associatedWith,R-HSA-156827
RPL6,associatedWith,R-HSA-156827
RPL7,associatedWith,R-HSA-156827
RPL7A,associatedWith,R-HSA-156827
RPL8,associatedWith,R-HSA-156827
RPL9,associatedWith,R-HSA-156827
RPL9P7,associatedWith,R-HSA-156827
RPL9P8,associatedWith,R-HSA-156827
RPL9P9,associatedWith,R-HSA-156827
RPLP0,associatedWith,R-HSA-156827
RPLP1,associatedWith,R-HSA-156827
RPLP2,associatedWith,R-HSA-156827
RPS10,associatedWith,R-HSA-156827
RPS11,associatedWith,R-HSA-156827
RPS12,associatedWith,R-HSA-156827
RPS13,associatedWith,R-HSA-156827
RPS14,associatedWith,R-HSA-156827
RPS15,associatedWith,R-HSA-156827
RPS15A,associatedWith,R-HSA-156827
RPS16,associatedWith,R-HSA-156827
RPS17,associatedWith,R-HSA-156827
RPS18,associatedWith,R-HSA-156827
RPS19,associatedWith,R-HSA-156827
RPS2,associatedWith,R-HSA-156827
RPS20,associatedWith,R-HSA-156827
RPS21,associatedWith,R-HSA-156827
RPS23,associatedWith,R-HSA-156827
RPS24,associatedWith,R-HSA-156827
RPS25,associatedWith,R-HSA-156827
RPS26,associatedWith,R-HSA-156827
RPS27,associatedWith,R-HSA-156827
RPS27A,associatedWith,R-HSA-156827
RPS27L,associatedWith,R-HSA-156827
RPS28,associatedWith,R-HSA-156827
RPS29,associatedWith,R-HSA-156827
RPS3,associatedWith,R-HSA-156827
RPS3A,associatedWith,R-HSA-156827
RPS4X,associatedWith,R-HSA-156827
RPS4Y1,associatedWith,R-HSA-156827
RPS4Y2,associatedWith,R-HSA-156827
RPS5,associatedWith,R-HSA-156827
RPS6,associatedWith,R-HSA-156827
RPS7,associatedWith,R-HSA-156827
RPS8,associatedWith,R-HSA-156827
RPS9,associatedWith,R-HSA-156827
RPSA,associatedWith,R-HSA-156827
UBA52,associatedWith,R-HSA-156827
EEF1A1,associatedWith,R-HSA-156842
EEF1A1P5,associatedWith,R-HSA-156842
EEF1A2,associatedWith,R-HSA-156842
EEF1B2,associatedWith,R-HSA-156842
EEF1D,associatedWith,R-HSA-156842
EEF1G,associatedWith,R-HSA-156842
EEF1A1,associatedWith,R-HSA-156902
EEF2,associatedWith,R-HSA-156902
FAU,associatedWith,R-HSA-156902
RPL10,associatedWith,R-HSA-156902
RPL10A,associatedWith,R-HSA-156902
RPL10L,associatedWith,R-HSA-156902
RPL11,associatedWith,R-HSA-156902
RPL12,associatedWith,R-HSA-156902
RPL13,associatedWith,R-HSA-156902
RPL13A,associatedWith,R-HSA-156902
RPL14,associatedWith,R-HSA-156902
RPL15,associatedWith,R-HSA-156902
RPL17,associatedWith,R-HSA-156902
RPL18,associatedWith,R-HSA-156902
RPL18A,associatedWith,R-HSA-156902
RPL19,associatedWith,R-HSA-156902
RPL21,associatedWith,R-HSA-156902
RPL22,associatedWith,R-HSA-156902
RPL22L1,associatedWith,R-HSA-156902
RPL23,associatedWith,R-HSA-156902
RPL23A,associatedWith,R-HSA-156902
RPL24,associatedWith,R-HSA-156902
RPL26,associatedWith,R-HSA-156902
RPL26L1,associatedWith,R-HSA-156902
RPL27,associatedWith,R-HSA-156902
RPL27A,associatedWith,R-HSA-156902
RPL28,associatedWith,R-HSA-156902
RPL29,associatedWith,R-HSA-156902
RPL3,associatedWith,R-HSA-156902
RPL30,associatedWith,R-HSA-156902
RPL31,associatedWith,R-HSA-156902
RPL32,associatedWith,R-HSA-156902
RPL34,associatedWith,R-HSA-156902
RPL35,associatedWith,R-HSA-156902
RPL35A,associatedWith,R-HSA-156902
RPL36,associatedWith,R-HSA-156902
RPL36A,associatedWith,R-HSA-156902
RPL36AL,associatedWith,R-HSA-156902
RPL37,associatedWith,R-HSA-156902
RPL37A,associatedWith,R-HSA-156902
RPL38,associatedWith,R-HSA-156902
RPL39,associatedWith,R-HSA-156902
RPL39L,associatedWith,R-HSA-156902
RPL3L,associatedWith,R-HSA-156902
RPL4,associatedWith,R-HSA-156902
RPL41,associatedWith,R-HSA-156902
RPL5,associatedWith,R-HSA-156902
RPL6,associatedWith,R-HSA-156902
RPL7,associatedWith,R-HSA-156902
RPL7A,associatedWith,R-HSA-156902
RPL8,associatedWith,R-HSA-156902
RPL9,associatedWith,R-HSA-156902
RPL9P7,associatedWith,R-HSA-156902
RPL9P8,associatedWith,R-HSA-156902
RPL9P9,associatedWith,R-HSA-156902
RPLP0,associatedWith,R-HSA-156902
RPLP1,associatedWith,R-HSA-156902
RPLP2,associatedWith,R-HSA-156902
RPS10,associatedWith,R-HSA-156902
RPS11,associatedWith,R-HSA-156902
RPS12,associatedWith,R-HSA-156902
RPS13,associatedWith,R-HSA-156902
RPS14,associatedWith,R-HSA-156902
RPS15,associatedWith,R-HSA-156902
RPS15A,associatedWith,R-HSA-156902
RPS16,associatedWith,R-HSA-156902
RPS17,associatedWith,R-HSA-156902
RPS18,associatedWith,R-HSA-156902
RPS19,associatedWith,R-HSA-156902
RPS2,associatedWith,R-HSA-156902
RPS20,associatedWith,R-HSA-156902
RPS21,associatedWith,R-HSA-156902
RPS23,associatedWith,R-HSA-156902
RPS24,associatedWith,R-HSA-156902
RPS25,associatedWith,R-HSA-156902
RPS26,associatedWith,R-HSA-156902
RPS27,associatedWith,R-HSA-156902
RPS27A,associatedWith,R-HSA-156902
RPS27L,associatedWith,R-HSA-156902
RPS28,associatedWith,R-HSA-156902
RPS29,associatedWith,R-HSA-156902
RPS3,associatedWith,R-HSA-156902
RPS3A,associatedWith,R-HSA-156902
RPS4X,associatedWith,R-HSA-156902
RPS4Y1,associatedWith,R-HSA-156902
RPS4Y2,associatedWith,R-HSA-156902
RPS5,associatedWith,R-HSA-156902
RPS6,associatedWith,R-HSA-156902
RPS7,associatedWith,R-HSA-156902
RPS8,associatedWith,R-HSA-156902
RPS9,associatedWith,R-HSA-156902
RPSA,associatedWith,R-HSA-156902
UBA52,associatedWith,R-HSA-156902
AAAS,associatedWith,R-HSA-159227
ALYREF,associatedWith,R-HSA-159227
EIF4E,associatedWith,R-HSA-159227
NCBP1,associatedWith,R-HSA-159227
NCBP2,associatedWith,R-HSA-159227
NDC1,associatedWith,R-HSA-159227
NUP107,associatedWith,R-HSA-159227
NUP133,associatedWith,R-HSA-159227
NUP153,associatedWith,R-HSA-159227
NUP155,associatedWith,R-HSA-159227
NUP160,associatedWith,R-HSA-159227
NUP188,associatedWith,R-HSA-159227
NUP205,associatedWith,R-HSA-159227
NUP210,associatedWith,R-HSA-159227
NUP214,associatedWith,R-HSA-159227
NUP35,associatedWith,R-HSA-159227
NUP37,associatedWith,R-HSA-159227
NUP42,associatedWith,R-HSA-159227
NUP43,associatedWith,R-HSA-159227
NUP50,associatedWith,R-HSA-159227
NUP54,associatedWith,R-HSA-159227
NUP58,associatedWith,R-HSA-159227
