Compound ID,"	Common name",ChemblID,CAS,PubchemID,Formula,related targets,Protein Name,Gene Symbol,UniprotID,Target Level,No. of Literature Evidence
C0031,Disogenin,CHEMBL412437,NA,99474,C27H42O3,T71B0A,Cytosolic phospholipase A2,PLA2G4A,P47712,B,1Reference(s)
C0031,Disogenin,CHEMBL412437,NA,99474,C27H42O3,T30D9G,Superoxide dismutase [Cu-Zn],SOD1,P00441,B,1Reference(s)
C0031,Disogenin,CHEMBL412437,NA,99474,C27H42O3,T88TDZ,RAC-alpha serine/threonine-protein kinase,AKT1,P31749,C,1Reference(s)
C0031,Disogenin,CHEMBL412437,NA,99474,C27H42O3,T74QXI,Serine/threonine-protein kinase mTOR,MTOR,P42345,C,1Reference(s)
C0031,Disogenin,CHEMBL412437,NA,99474,C27H42O3,T42EAZ,Vascular endothelial growth factor A,VEGFA,P15692,C,1Reference(s)
C0033,Dopa,CHEMBL351042,59-92-7,836,C9H11NO4,T40Q1D,Retinal dehydrogenase 1,ALDH1A1,P00352,A,1Reference(s)
C0033,Dopa,CHEMBL351042,59-92-7,836,C9H11NO4,T81LOK,Nuclear receptor subfamily 4 group A member 2,NR4A2,P43354,C,1Reference(s)
C0033,Dopa,CHEMBL351042,59-92-7,836,C9H11NO4,T48ZIG,D(2) dopamine receptor,DRD2,P14416,C,1Reference(s)
C0033,Dopa,CHEMBL351042,59-92-7,836,C9H11NO4,T43Y5O,D(3) dopamine receptor,DRD3,P35462,C,1Reference(s)
C0034,Dopamine,CHEMBL59,51-61-6,681,C8H11NO2,T64BED,5-hydroxytryptamine receptor 2A,HTR2A,P28223,A,1Reference(s)
C0034,Dopamine,CHEMBL59,51-61-6,681,C8H11NO2,T48ZIG,D(2) dopamine receptor,DRD2,P14416,A,4Reference(s)
C0034,Dopamine,CHEMBL59,51-61-6,681,C8H11NO2,T77RFX,Alpha-2A adrenergic receptor,ADRA2A,P08913,A,1Reference(s)
C0034,Dopamine,CHEMBL59,51-61-6,681,C8H11NO2,T09HVO,Sodium/hydrogen exchanger 3,SLC9A3,P48764,A,1Reference(s)
C0034,Dopamine,CHEMBL59,51-61-6,681,C8H11NO2,T83YZD,Acetylcholinesterase,ACHE,P22303,A,1Reference(s)
C0034,Dopamine,CHEMBL59,51-61-6,681,C8H11NO2,T49TDM,Matrix metalloproteinase-9,MMP9,P14780,A,1Reference(s)
C0034,Dopamine,CHEMBL59,51-61-6,681,C8H11NO2,T58K2N,Calmodulin-3;Calmodulin-1;Calmodulin-2,CALM3;CALM1;CALM2,P0DP25;P0DP23;P0DP24,B,1Reference(s)
C0034,Dopamine,CHEMBL59,51-61-6,681,C8H11NO2,T24LWC,Sodium-dependent dopamine transporter,SLC6A3,Q01959,B,1Reference(s)
C0034,Dopamine,CHEMBL59,51-61-6,681,C8H11NO2,T42O1D,Delta-type opioid receptor,OPRD1,P41143,B,1Reference(s)
C0034,Dopamine,CHEMBL59,51-61-6,681,C8H11NO2,T23TJV,Tyrosine 3-monooxygenase,TH,P07101,B,2Reference(s)
C0034,Dopamine,CHEMBL59,51-61-6,681,C8H11NO2,T81LOK,Nuclear receptor subfamily 4 group A member 2,NR4A2,P43354,B,1Reference(s)
C0034,Dopamine,CHEMBL59,51-61-6,681,C8H11NO2,T49IR9,D(4) dopamine receptor,DRD4,P21917,B,1Reference(s)
C0034,Dopamine,CHEMBL59,51-61-6,681,C8H11NO2,T27BN7,Protachykinin-1,TAC1,P20366,B,1Reference(s)
C0034,Dopamine,CHEMBL59,51-61-6,681,C8H11NO2,T31SX8,Bone morphogenetic protein 2,BMP2,P12643,C,1Reference(s)
C0034,Dopamine,CHEMBL59,51-61-6,681,C8H11NO2,T74WWP,Peroxisome proliferator-activated receptor delta,PPARD,Q03181,C,2Reference(s)
C0034,Dopamine,CHEMBL59,51-61-6,681,C8H11NO2,T33OPP,Interleukin-6,IL6,P05231,C,1Reference(s)
C0034,Dopamine,CHEMBL59,51-61-6,681,C8H11NO2,T12T4H,Brain-derived neurotrophic factor,BDNF,P23560,C,1Reference(s)
C0034,Dopamine,CHEMBL59,51-61-6,681,C8H11NO2,T58CAO,Alpha-synuclein,SNCA,P37840,C,1Reference(s)
C0034,Dopamine,CHEMBL59,51-61-6,681,C8H11NO2,T82ALJ,Glycogen synthase kinase-3 beta,GSK3B,P49841,C,1Reference(s)
C0034,Dopamine,CHEMBL59,51-61-6,681,C8H11NO2,T54CIF,Interleukin-8,CXCL8,P10145,C,1Reference(s)
C0035,Dronabinol,CHEMBL465,1972/8/3,16078,C21H30O2,T17E49,Cannabinoid receptor 1,CNR1,P21554,A,1Reference(s)
C0035,Dronabinol,CHEMBL465,1972/8/3,16078,C21H30O2,T05O6O,Estrogen receptor beta,ESR2,Q92731,A,1Reference(s)
C0035,Dronabinol,CHEMBL465,1972/8/3,16078,C21H30O2,T15P3B,Transient receptor potential cation channel subfamily V member 2,TRPV2,Q9Y5S1,A,1Reference(s)
C0035,Dronabinol,CHEMBL465,1972/8/3,16078,C21H30O2,T63BQU,Cytochrome P450 1A1,CYP1A1,P04798,A,1Reference(s)
C0035,Dronabinol,CHEMBL465,1972/8/3,16078,C21H30O2,T02QBS,Cytochrome P450 1A2,CYP1A2,P05177,A,1Reference(s)
C0035,Dronabinol,CHEMBL465,1972/8/3,16078,C21H30O2,T69XVX,Cytochrome P450 1B1,CYP1B1,Q16678,A,1Reference(s)
C0035,Dronabinol,CHEMBL465,1972/8/3,16078,C21H30O2,T23TJV,Tyrosine 3-monooxygenase,TH,P07101,B,1Reference(s)
C0035,Dronabinol,CHEMBL465,1972/8/3,16078,C21H30O2,T51UV4,Trans-acting T-cell-specific transcription factor GATA-3,GATA3,P23771,B,1Reference(s)
C0035,Dronabinol,CHEMBL465,1972/8/3,16078,C21H30O2,T04MBA,Vascular endothelial growth factor receptor 2,KDR,P35968,B,1Reference(s)
C0035,Dronabinol,CHEMBL465,1972/8/3,16078,C21H30O2,T83YZD,Acetylcholinesterase,ACHE,P22303,B,1Reference(s)
C0035,Dronabinol,CHEMBL465,1972/8/3,16078,C21H30O2,T37Q9V,Serotonin N-acetyltransferase,AANAT,Q16613,B,1Reference(s)
C0035,Dronabinol,CHEMBL465,1972/8/3,16078,C21H30O2,T80GUN,72 kDa type IV collagenase,MMP2,P08253,B,1Reference(s)
C0035,Dronabinol,CHEMBL465,1972/8/3,16078,C21H30O2,T63GUB,Proto-oncogene c-Fos,FOS,P01100,B,1Reference(s)
C0035,Dronabinol,CHEMBL465,1972/8/3,16078,C21H30O2,T48ZIG,D(2) dopamine receptor,DRD2,P14416,B,1Reference(s)
C0035,Dronabinol,CHEMBL465,1972/8/3,16078,C21H30O2,T50GQE,Interleukin-13,IL13,P35225,C,1Reference(s)
C0035,Dronabinol,CHEMBL465,1972/8/3,16078,C21H30O2,T76TED,Pro-opiomelanocortin,POMC,P01189,C,1Reference(s)
C0035,Dronabinol,CHEMBL465,1972/8/3,16078,C21H30O2,T05WWN,Corticoliberin,CRH,P06850,C,1Reference(s)
C0035,Dronabinol,CHEMBL465,1972/8/3,16078,C21H30O2,T23WMS,Cathepsin D,CTSD,P07339,C,1Reference(s)
C0035,Dronabinol,CHEMBL465,1972/8/3,16078,C21H30O2,T12WTT,Interleukin-5,IL5,P05113,C,1Reference(s)
C0035,Dronabinol,CHEMBL465,1972/8/3,16078,C21H30O2,T31P1D,Metalloproteinase inhibitor 1,TIMP1,P01033,C,1Reference(s)
C0035,Dronabinol,CHEMBL465,1972/8/3,16078,C21H30O2,T50V79,Interleukin-4,IL4,P05112,C,1Reference(s)
C0035,Dronabinol,CHEMBL465,1972/8/3,16078,C21H30O2,T34DZ7,Interleukin-2,IL2,P60568,C,1Reference(s)
C0035,Dronabinol,CHEMBL465,1972/8/3,16078,C21H30O2,T50WOV,ATP-dependent translocase ABCB1,ABCB1,P08183,C,1Reference(s)
C0035,Dronabinol,CHEMBL465,1972/8/3,16078,C21H30O2,T88TDZ,RAC-alpha serine/threonine-protein kinase,AKT1,P31749,C,1Reference(s)
C0036,Duvoglustat,CHEMBL307429,19130-96-2,29435,C6H13NO4,T12PIB,Lysosomal alpha-glucosidase,GAA,P10253,A,3Reference(s)
C0036,Duvoglustat,CHEMBL307429,19130-96-2,29435,C6H13NO4,T09KMC,Solute carrier family 5 member 4,SLC5A4,Q9NY91,A,1Reference(s)
C0036,Duvoglustat,CHEMBL307429,19130-96-2,29435,C6H13NO4,T97K9N,Killer cell lectin-like receptor subfamily B member 1,KLRB1,Q12918,B,1Reference(s)
C0037,Ecdysone,CHEMBL549300,3604-87-3,19212,C27H44O6,T94AGC,[F-actin]-monooxygenase MICAL1,MICAL1,Q8TDZ2,B,1Reference(s)
C0037,Ecdysone,CHEMBL549300,3604-87-3,19212,C27H44O6,T72SRF,Gap junction delta-4 protein,GJD4,Q96KN9,C,1Reference(s)
C0038,Eckol,CHEMBL471187,88798-74-7,145937,C18H12O9,T21DZX,Amine oxidase [flavin-containing] A,MAOA,P21397,A,1Reference(s)
C0038,Eckol,CHEMBL471187,88798-74-7,145937,C18H12O9,T14VZR,AKT-interacting protein,AKTIP,Q9H8T0,B,1Reference(s)
C0038,Eckol,CHEMBL471187,88798-74-7,145937,C18H12O9,T85U8U,Caspase-3,CASP3,P42574,B,1Reference(s)
C0038,Eckol,CHEMBL471187,88798-74-7,145937,C18H12O9,T71K92,Apoptosis regulator Bcl-2,BCL2,P10415,B,1Reference(s)
C0038,Eckol,CHEMBL471187,88798-74-7,145937,C18H12O9,T23P74,Caspase-9,CASP9,P55211,B,1Reference(s)
C0038,Eckol,CHEMBL471187,88798-74-7,145937,C18H12O9,T80OJF,Interstitial collagenase,MMP1,P03956,B,1Reference(s)
C0038,Eckol,CHEMBL471187,88798-74-7,145937,C18H12O9,T70SFS,"Superoxide dismutase [Mn], mitochondrial",SOD2,P04179,C,1Reference(s)
C0039,EllagicAcid,CHEMBL6246,476-66-4,5281855,C14H6O8,T95Y0K,Sphingosine kinase 1,SPHK1,Q9NYA1,A,1Reference(s)
C0039,EllagicAcid,CHEMBL6246,476-66-4,5281855,C14H6O8,T20JZ2,Androgen receptor,AR,P10275,A,1Reference(s)
C0039,EllagicAcid,CHEMBL6246,476-66-4,5281855,C14H6O8,T06Q1R,Amine oxidase [flavin-containing] B,MAOB,P27338,A,1Reference(s)
C0039,EllagicAcid,CHEMBL6246,476-66-4,5281855,C14H6O8,T21K0F,Sarcoplasmic/endoplasmic reticulum calcium ATPase 3,ATP2A3,Q93084,A,1Reference(s)
C0039,EllagicAcid,CHEMBL6246,476-66-4,5281855,C14H6O8,T92X7D,Nucleoside diphosphate kinase A,NME1,P15531,A,1Reference(s)
C0039,EllagicAcid,CHEMBL6246,476-66-4,5281855,C14H6O8,T14AON,"Nucleoside diphosphate kinase, mitochondrial",NME4,O00746,A,1Reference(s)
C0039,EllagicAcid,CHEMBL6246,476-66-4,5281855,C14H6O8,T13KGH,Tyrosinase,TYR,P14679,A,1Reference(s)
C0039,EllagicAcid,CHEMBL6246,476-66-4,5281855,C14H6O8,T01QLH,Estrogen receptor,ESR1,P03372,A,1Reference(s)
C0039,EllagicAcid,CHEMBL6246,476-66-4,5281855,C14H6O8,T76EHP,Glutathione S-transferase A1,GSTA1,P08263,B,1Reference(s)
C0039,EllagicAcid,CHEMBL6246,476-66-4,5281855,C14H6O8,T48XM4,Glutathione S-transferase Mu 2,GSTM2,P28161,B,1Reference(s)
C0039,EllagicAcid,CHEMBL6246,476-66-4,5281855,C14H6O8,T25H22,Protein kinase C beta type,PRKCB,P05771,B,1Reference(s)
C0039,EllagicAcid,CHEMBL6246,476-66-4,5281855,C14H6O8,T87WYU,Glutathione S-transferase Mu 1,GSTM1,P09488,B,1Reference(s)
C0039,EllagicAcid,CHEMBL6246,476-66-4,5281855,C14H6O8,T24CYX,Chitin synthase 2,CHS2,P14180,B,1Reference(s)
C0039,EllagicAcid,CHEMBL6246,476-66-4,5281855,C14H6O8,T46AQJ,Glutathione S-transferase P,GSTP1,P09211,B,1Reference(s)
C0039,EllagicAcid,CHEMBL6246,476-66-4,5281855,C14H6O8,T62F1Y,Glutathione S-transferase A2,GSTA2,P09210,B,1Reference(s)
C0039,EllagicAcid,CHEMBL6246,476-66-4,5281855,C14H6O8,T79KQO,NF-kappa-B inhibitor alpha,NFKBIA,P25963,B,1Reference(s)
C0039,EllagicAcid,CHEMBL6246,476-66-4,5281855,C14H6O8,T10KMJ,Insulin-like growth factor II,IGF2,P01344,B,1Reference(s)
C0039,EllagicAcid,CHEMBL6246,476-66-4,5281855,C14H6O8,T54CIF,Interleukin-8,CXCL8,P10145,C,1Reference(s)
C0039,EllagicAcid,CHEMBL6246,476-66-4,5281855,C14H6O8,T50WOV,ATP-dependent translocase ABCB1,ABCB1,P08183,C,1Reference(s)
C0039,EllagicAcid,CHEMBL6246,476-66-4,5281855,C14H6O8,T29MD1,Mitogen-activated protein kinase 8,MAPK8,P45983,C,1Reference(s)
C0039,EllagicAcid,CHEMBL6246,476-66-4,5281855,C14H6O8,T42FMQ,Mitogen-activated protein kinase kinase kinase 1,MAP3K1,Q13233,C,1Reference(s)
C0039,EllagicAcid,CHEMBL6246,476-66-4,5281855,C14H6O8,T12T4H,Brain-derived neurotrophic factor,BDNF,P23560,C,1Reference(s)
C0040,Embelin,CHEMBL221137,550-24-3,3218,C17H26O4,T14LSK,E3 ubiquitin-protein ligase XIAP,XIAP,P98170,A,12Reference(s)
C0040,Embelin,CHEMBL221137,550-24-3,3218,C17H26O4,T56TXY,Polyunsaturated fatty acid 5-lipoxygenase,ALOX5,P09917,A,1Reference(s)
C0040,Embelin,CHEMBL221137,550-24-3,3218,C17H26O4,T47HTN,Prostaglandin E synthase,PTGES,O14684,A,2Reference(s)
C0040,Embelin,CHEMBL221137,550-24-3,3218,C17H26O4,T91MWA,Disintegrin and metalloproteinase domain-containing protein 17,ADAM17,P78536,A,1Reference(s)
C0040,Embelin,CHEMBL221137,550-24-3,3218,C17H26O4,T88TDZ,RAC-alpha serine/threonine-protein kinase,AKT1,P31749,A,2Reference(s)
C0040,Embelin,CHEMBL221137,550-24-3,3218,C17H26O4,T95K8Q,Intestinal-type alkaline phosphatase,ALPI,P09923,A,1Reference(s)
C0040,Embelin,CHEMBL221137,550-24-3,3218,C17H26O4,T31M1Q,Neuroserpin,SERPINI1,Q99574,B,1Reference(s)
C0040,Embelin,CHEMBL221137,550-24-3,3218,C17H26O4,T58J2Y,Peroxisome proliferator-activated receptor gamma,PPARG,P37231,B,1Reference(s)
C0040,Embelin,CHEMBL221137,550-24-3,3218,C17H26O4,T08Q7W,Prostaglandin G/H synthase 2,PTGS2,P35354,C,1Reference(s)
C0040,Embelin,CHEMBL221137,550-24-3,3218,C17H26O4,T06RMZ,Nuclear factor NF-kappa-B p105 subunit,NFKB1,P19838,C,1Reference(s)
C0040,Embelin,CHEMBL221137,550-24-3,3218,C17H26O4,T96OOK,Signal transducer and activator of transcription 3,STAT3,P40763,C,1Reference(s)
C0040,Embelin,CHEMBL221137,550-24-3,3218,C17H26O4,T74QXI,Serine/threonine-protein kinase mTOR,MTOR,P42345,C,1Reference(s)
C0040,Embelin,CHEMBL221137,550-24-3,3218,C17H26O4,T08OEP,Monocyte differentiation antigen CD14,CD14,P08571,C,1Reference(s)
C0040,Embelin,CHEMBL221137,550-24-3,3218,C17H26O4,T92BZ2,Catenin beta-1,CTNNB1,P35222,C,1Reference(s)
C0040,Embelin,CHEMBL221137,550-24-3,3218,C17H26O4,T32IXS,Integrin alpha-M,ITGAM,P11215,C,1Reference(s)
C0041,Emodin,CHEMBL289277,518-82-1,3220,C15H10O5,T76PKX,Mast/stem cell growth factor receptor Kit,KIT,P10721,A,1Reference(s)
C0041,Emodin,CHEMBL289277,518-82-1,3220,C15H10O5,T40DIM,Corticosteroid 11-beta-dehydrogenase isozyme 1,HSD11B1,P28845,A,1Reference(s)
C0041,Emodin,CHEMBL289277,518-82-1,3220,C15H10O5,T54VET,Protein tyrosine phosphatase type IVA 3,PTP4A3,O75365,A,1Reference(s)
C0041,Emodin,CHEMBL289277,518-82-1,3220,C15H10O5,T06RMZ,Nuclear factor NF-kappa-B p105 subunit,NFKB1,P19838,A,1Reference(s)
C0041,Emodin,CHEMBL289277,518-82-1,3220,C15H10O5,T50WOV,ATP-dependent translocase ABCB1,ABCB1,P08183,A,2Reference(s)
C0041,Emodin,CHEMBL289277,518-82-1,3220,C15H10O5,T37ADS,Early growth response protein 1,EGR1,P18146,A,1Reference(s)
C0041,Emodin,CHEMBL289277,518-82-1,3220,C15H10O5,T96OOK,Signal transducer and activator of transcription 3,STAT3,P40763,A,2Reference(s)
C0041,Emodin,CHEMBL289277,518-82-1,3220,C15H10O5,T20JZ2,Androgen receptor,AR,P10275,A,1Reference(s)
C0041,Emodin,CHEMBL289277,518-82-1,3220,C15H10O5,T12RJE,Casein kinase II subunit alpha',CSNK2A2,P19784,A,1Reference(s)
C0041,Emodin,CHEMBL289277,518-82-1,3220,C15H10O5,T47C6A,Phosphoglycerate mutase 1,PGAM1,P18669,A,1Reference(s)
C0041,Emodin,CHEMBL289277,518-82-1,3220,C15H10O5,T88TDZ,RAC-alpha serine/threonine-protein kinase,AKT1,P31749,A,1Reference(s)
C0041,Emodin,CHEMBL289277,518-82-1,3220,C15H10O5,T58FWN,Tyrosine-protein kinase BTK,BTK,Q06187,B,1Reference(s)
C0041,Emodin,CHEMBL289277,518-82-1,3220,C15H10O5,T06Q1R,Amine oxidase [flavin-containing] B,MAOB,P27338,B,1Reference(s)
C0041,Emodin,CHEMBL289277,518-82-1,3220,C15H10O5,T71K92,Apoptosis regulator Bcl-2,BCL2,P10415,B,1Reference(s)
C0041,Emodin,CHEMBL289277,518-82-1,3220,C15H10O5,T01QLH,Estrogen receptor,ESR1,P03372,B,1Reference(s)
C0041,Emodin,CHEMBL289277,518-82-1,3220,C15H10O5,T80OJF,Interstitial collagenase,MMP1,P03956,B,1Reference(s)
C0041,Emodin,CHEMBL289277,518-82-1,3220,C15H10O5,T85U8U,Caspase-3,CASP3,P42574,B,1Reference(s)
C0041,Emodin,CHEMBL289277,518-82-1,3220,C15H10O5,T27U96,Granulocyte-macrophage colony-stimulating factor,CSF2,P04141,B,1Reference(s)
C0041,Emodin,CHEMBL289277,518-82-1,3220,C15H10O5,T49TDM,Matrix metalloproteinase-9,MMP9,P14780,B,1Reference(s)
C0041,Emodin,CHEMBL289277,518-82-1,3220,C15H10O5,T58J2Y,Peroxisome proliferator-activated receptor gamma,PPARG,P37231,B,1Reference(s)
C0041,Emodin,CHEMBL289277,518-82-1,3220,C15H10O5,T84WE9,Vascular endothelial growth factor receptor 1,FLT1,P17948,B,1Reference(s)
C0041,Emodin,CHEMBL289277,518-82-1,3220,C15H10O5,T04MBA,Vascular endothelial growth factor receptor 2,KDR,P35968,B,1Reference(s)
C0041,Emodin,CHEMBL289277,518-82-1,3220,C15H10O5,T29JZ3,Vascular endothelial growth factor receptor 3,FLT4,P35916,B,1Reference(s)
C0041,Emodin,CHEMBL289277,518-82-1,3220,C15H10O5,T09H2Z,"Nitric oxide synthase, inducible",NOS2,P35228,B,1Reference(s)
C0041,Emodin,CHEMBL289277,518-82-1,3220,C15H10O5,T64BTV,Interleukin-1 beta,IL1B,P01584,B,2Reference(s)
C0041,Emodin,CHEMBL289277,518-82-1,3220,C15H10O5,T23VMI,Tumor necrosis factor,TNF,P01375,B,2Reference(s)
C0041,Emodin,CHEMBL289277,518-82-1,3220,C15H10O5,T26EZU,Myc proto-oncogene protein,MYC,P01106,B,1Reference(s)
C0041,Emodin,CHEMBL289277,518-82-1,3220,C15H10O5,T82JWE,Cellular tumor antigen p53,TP53,P04637,B,1Reference(s)
C0041,Emodin,CHEMBL289277,518-82-1,3220,C15H10O5,T47H3O,Heat shock protein HSP 90-alpha,HSP90AA1,P07900,B,1Reference(s)
C0041,Emodin,CHEMBL289277,518-82-1,3220,C15H10O5,T92BZ2,Catenin beta-1,CTNNB1,P35222,B,1Reference(s)
C0041,Emodin,CHEMBL289277,518-82-1,3220,C15H10O5,T52CKD,Pro-epidermal growth factor,EGF,P01133,C,1Reference(s)
C0041,Emodin,CHEMBL289277,518-82-1,3220,C15H10O5,T42PUG,"Solute carrier family 2, facilitated glucose transporter member 1",SLC2A1,P11166,C,1Reference(s)
C0041,Emodin,CHEMBL289277,518-82-1,3220,C15H10O5,T68SE0,"Solute carrier family 2, facilitated glucose transporter member 4",SLC2A4,P14672,C,1Reference(s)
C0041,Emodin,CHEMBL289277,518-82-1,3220,C15H10O5,T63BQU,Cytochrome P450 1A1,CYP1A1,P04798,C,1Reference(s)
C0041,Emodin,CHEMBL289277,518-82-1,3220,C15H10O5,T53AOE,Transforming growth factor beta-1 proprotein [Cleaved intoLatency-associated peptide,TGFB1,P01137,C,1Reference(s)
C0041,Emodin,CHEMBL289277,518-82-1,3220,C15H10O5,T95K0K,Interferon alpha-1/13,IFNA1;IFNA13,P01562,C,1Reference(s)
C0041,Emodin,CHEMBL289277,518-82-1,3220,C15H10O5,T64LKA,Bile salt export pump,ABCB11,O95342,C,2Reference(s)
C0041,Emodin,CHEMBL289277,518-82-1,3220,C15H10O5,T93SFQ,NAD-dependent protein deacetylase sirtuin-1,SIRT1,Q96EB6,C,1Reference(s)
C0041,Emodin,CHEMBL289277,518-82-1,3220,C15H10O5,T78O6C,Mothers against decapentaplegic homolog 3,SMAD3,P84022,C,1Reference(s)
C0041,Emodin,CHEMBL289277,518-82-1,3220,C15H10O5,T84CEG,Claudin-5,CLDN5,O00501,C,1Reference(s)
C0041,Emodin,CHEMBL289277,518-82-1,3220,C15H10O5,T30AEN,Aquaporin-5,AQP5,P55064,C,1Reference(s)
C0041,Emodin,CHEMBL289277,518-82-1,3220,C15H10O5,T02GD4,Tumor necrosis factor ligand superfamily member 6,FASLG,P48023,C,1Reference(s)
C0041,Emodin,CHEMBL289277,518-82-1,3220,C15H10O5,T47RAK,NA,MIR145,NA,C,1Reference(s)
C0041,Emodin,CHEMBL289277,518-82-1,3220,C15H10O5,T11BI7,Toll-like receptor 4,TLR4,O00206,C,1Reference(s)
C0041,Emodin,CHEMBL289277,518-82-1,3220,C15H10O5,T79WXA,Mitogen-activated protein kinase 1,MAPK1,P28482,C,1Reference(s)
C0041,Emodin,CHEMBL289277,518-82-1,3220,C15H10O5,T25NSJ,Mitogen-activated protein kinase 3,MAPK3,P27361,C,1Reference(s)
C0041,Emodin,CHEMBL289277,518-82-1,3220,C15H10O5,T81I4T,5'-AMP-activated protein kinase catalytic subunit alpha-1,PRKAA1,Q13131,C,1Reference(s)
C0041,Emodin,CHEMBL289277,518-82-1,3220,C15H10O5,T75NEV,Aquaporin-1,AQP1,P29972,C,1Reference(s)
C0041,Emodin,CHEMBL289277,518-82-1,3220,C15H10O5,T54SZZ,Endoplasmic reticulum chaperone BiP,HSPA5,P11021,C,1Reference(s)
C0041,Emodin,CHEMBL289277,518-82-1,3220,C15H10O5,T37SV3,Occludin,OCLN,Q16625,C,1Reference(s)
C0041,Emodin,CHEMBL289277,518-82-1,3220,C15H10O5,T88AJI,Hypoxia-inducible factor 1-alpha,HIF1A,Q16665,C,1Reference(s)
C0041,Emodin,CHEMBL289277,518-82-1,3220,C15H10O5,T69F5W,Forkhead box protein D3,FOXD3,Q9UJU5,C,1Reference(s)
C0041,Emodin,CHEMBL289277,518-82-1,3220,C15H10O5,T13I7C,Transforming growth factor beta-2 proprotein,TGFB2,P61812,C,1Reference(s)
C0041,Emodin,CHEMBL289277,518-82-1,3220,C15H10O5,T80TUC,Apoptosis regulator BAX,BAX,Q07812,C,1Reference(s)
C0041,Emodin,CHEMBL289277,518-82-1,3220,C15H10O5,T44EUX,Fragile X mental retardation syndrome-related protein 1,FXR1,P51114,C,1Reference(s)
C0041,Emodin,CHEMBL289277,518-82-1,3220,C15H10O5,T92LK2,Tumor necrosis factor ligand superfamily member 10,TNFSF10,P50591,C,1Reference(s)
C0041,Emodin,CHEMBL289277,518-82-1,3220,C15H10O5,T26CFB,DNA damage-inducible transcript 3 protein,DDIT3,P35638;P0DPQ6,C,1Reference(s)
C0042,Endosulfan,CHEMBL194399,NA,3224,C9H6Cl6O3S,T61SU2,Coxsackievirus and adenovirus receptor,CXADR,P78310,A,1Reference(s)
C0042,Endosulfan,CHEMBL194399,NA,3224,C9H6Cl6O3S,T50SX0,Nuclear receptor subfamily 1 group I member 2,NR1I2,O75469,A,1Reference(s)
C0042,Endosulfan,CHEMBL194399,NA,3224,C9H6Cl6O3S,T25Y64,Cholinesterase,BCHE,P06276,A,1Reference(s)
C0042,Endosulfan,CHEMBL194399,NA,3224,C9H6Cl6O3S,T26KIE,Transcription factor AP-1,JUN,P05412,C,1Reference(s)
C0042,Endosulfan,CHEMBL194399,NA,3224,C9H6Cl6O3S,T90V51,F-box only protein 50,NCCRP1,Q6ZVX7,C,1Reference(s)
C0043,Enkephalin,CHEMBL8234,NA,461776,C28H37N5O7,T53OM6,DNA-binding protein Ikaros,IKZF1,Q13422,B,1Reference(s)
C0044,Enoxolone,CHEMBL230006,471-53-4,10114,C30H46O4,T92E71,Corticosteroid 11-beta-dehydrogenase isozyme 2,HSD11B2,P80365,A,4Reference(s)
C0044,Enoxolone,CHEMBL230006,471-53-4,10114,C30H46O4,T40DIM,Corticosteroid 11-beta-dehydrogenase isozyme 1,HSD11B1,P28845,A,1Reference(s)
C0044,Enoxolone,CHEMBL230006,471-53-4,10114,C30H46O4,T47H3O,Heat shock protein HSP 90-alpha,HSP90AA1,P07900,A,1Reference(s)
C0045,EpicatechinGallate,CHEMBL36327,1257-08-5,107905,C22H18O10,T64UWL,Taste receptor type 2 member 39,TAS2R39,P59534,A,1Reference(s)
C0045,EpicatechinGallate,CHEMBL36327,1257-08-5,107905,C22H18O10,T71BDH,Mitogen-activated protein kinase 14,MAPK14,Q16539,A,1Reference(s)
C0045,EpicatechinGallate,CHEMBL36327,1257-08-5,107905,C22H18O10,T36YWU,Kelch-like ECH-associated protein 1,KEAP1,Q14145,B,1Reference(s)
C0045,EpicatechinGallate,CHEMBL36327,1257-08-5,107905,C22H18O10,T28K6X,Insulin receptor substrate 1,IRS1,P35568,C,1Reference(s)
C0046,Epigallocatechin,CHEMBL47386,970-74-1,72277,C15H14O7,T27LA6,DNA,DNMT1,P26358,A,1Reference(s)
C0046,Epigallocatechin,CHEMBL47386,970-74-1,72277,C15H14O7,T01JSX,Carbonyl reductase [NADPH] 1,CBR1,P16152,A,1Reference(s)
C0046,Epigallocatechin,CHEMBL47386,970-74-1,72277,C15H14O7,T74JJN,Fatty acid synthase,FASN,P49327,A,1Reference(s)
C0046,Epigallocatechin,CHEMBL47386,970-74-1,72277,C15H14O7,T11BI7,Toll-like receptor 4,TLR4,O00206,A,1Reference(s)
C0046,Epigallocatechin,CHEMBL47386,970-74-1,72277,C15H14O7,T43N2D,Epidermal growth factor receptor,EGFR,P00533,A,1Reference(s)
C0046,Epigallocatechin,CHEMBL47386,970-74-1,72277,C15H14O7,T12PIB,Lysosomal alpha-glucosidase,GAA,P10253,A,1Reference(s)
C0046,Epigallocatechin,CHEMBL47386,970-74-1,72277,C15H14O7,T69ESY,Ras GTPase-activating protein-binding protein 1,G3BP1,Q13283,A,1Reference(s)
C0046,Epigallocatechin,CHEMBL47386,970-74-1,72277,C15H14O7,T18LX5,Neutrophil elastase,ELANE,P08246,A,1Reference(s)
C0046,Epigallocatechin,CHEMBL47386,970-74-1,72277,C15H14O7,T54SZZ,Endoplasmic reticulum chaperone BiP,HSPA5,P11021,A,1Reference(s)
C0046,Epigallocatechin,CHEMBL47386,970-74-1,72277,C15H14O7,T54CIF,Interleukin-8,CXCL8,P10145,B,1Reference(s)
